ID,year,test,theme,subtheme,portuguese,english,answer,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_english,P-value_english,ratio_english,responses_portuguese,P-value_portuguese,ratio_portuguese
103,2022,Teórica II,Retina,,"Assinale a alternativa que correlaciona corretamente a alteração no exame de angiofluoresceinografia e sua descrição. a) Acúmulo (pooling): aparecimento tardio, área aumenta ao longo do exame. b) Impregnação (staining): aparecimento precoce, área aumenta ao longo do exame. c) Defeito em janela: aparecimento precoce, área mantida ao longo do exame. d) Extravazamento: aparecimento tardio, área mantida ao longo do exame.","Check the alternative that correctly correlates the change in the fluorescein angiography exam and its description. a) Accumulation (pooling): late appearance, area increases throughout the exam. b) Staining: early appearance, area increases throughout the exam. c) Window defect: early appearance, area maintained throughout the exam. d) Extravasation: late appearance, area maintained throughout the examination.",c,c,b,b,b,b,b,b,b,c,c,b,b,b,b,b,b,a,a,b,b,b,0.043989589915272576,0.7,b,0.007048336371561326,0.8
104,2022,Teórica II,Retina,,"Considerando a classificação da retinopatia diabética a partir dos achados fundoscópicos e seu significado prognóstico, podemos afirmar: a) Se não existem neovasos no exame de fundo de olho, o risco de desenvolver retinopatia diabética proliferativa em um ano é menor que 20%. b) A presença apenas de microhemorragias e microaneurismas em três quadrantes permite afirmar que este paciente não desenvolverá retinopatia diabética proliferativa em um ano. c) A presença de veias ingurgitadas associada a microaneurismas e microhemorragias em todos os quadrantes é considerada achado normal na retinopatia diabética e sugere um risco abaixo de 10% de desenvolver retinopatia diabética proliferativa em um ano. d) A presença de alterações microvasculares intrarretinianas (IRMA), moderadas, em dois quadrantes, indica que mais da metade dos pacientes desenvolverá retinopatia diabética proliferativa em cinco anos.","Considering the classification of diabetic retinopathy based on funduscopic findings and its prognostic significance, we can state: a) If there are no new vessels in the fundus examination, the risk of developing proliferative diabetic retinopathy in one year is less than 20%. b) The presence of only microhemorrhages and microaneurysms in three quadrants allows us to state that this patient will not develop proliferative diabetic retinopathy in one year. c) The presence of engorged veins associated with microaneurysms and microhemorrhages in all quadrants is considered a normal finding in diabetic retinopathy and suggests a risk below 10% of developing proliferative diabetic retinopathy in one year. d) The presence of intraretinal microvascular alterations (IRMA), moderate, in two quadrants, indicates that more than half of the patients will develop proliferative diabetic retinopathy in five years.",d,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
105,2022,Teórica II,Retina,,"Num exame de tomografia de coerência óptica, qual a correlação correta entre a classificação e a descrição das membranas neovasculares? a) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 1. b) As membranas do tipo 2 localizam-se abaixo do epitélio pigmentado da retina, mas se estendem para a região entre o epitélio pigmentado da retina e a retina neurossensorial. c) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 3. d) As membranas que crescem bem delimitadas no espaço entre a retina neurossensorial e o epitélio pigmentado da retina são denominadas tipo 3.","In an optical coherence tomography exam, what is the correct correlation between the classification and the description of neovascular membranes? a) Membranes located below the retinal pigment epithelium are called type 1. b) Type 2 membranes are located below the retinal pigment epithelium, but extend into the region between the retinal pigment epithelium and the sensorineural retina. c) The membranes located below the retinal pigment epithelium are called type 3. d) The membranes that grow well delimited in the space between the sensorineural retina and the retinal pigment epithelium are called type 3.",a,b,b,c,a,b,c,c,b,b,c,c,c,c,c,c,c,c,c,c,c,b,0.4752910833430205,0.5,c,5.133013955782584e-05,1.0
106,2022,Teórica II,Retina,,"Quando consideramos o tratamento de um paciente com degeneração macular relacionada à idade, a melhor conduta baseada nos achados dos estudos AREDS é: a) A suplementação de vitaminas e antioxidantes está indicada em pacientes com histórico familiar, mesmo antes de aparecerem alterações retinianas. b) A presença de drusas intermediárias e grandes é indicação de suplementação de vitaminas e antioxidantes. c) A suplementação em pacientes fumantes deve incluir betacaroteno. d) Quando há lesão avançada em um dos olhos, não se recomenda a suplementação de vitaminas e antioxidantes.","When considering the treatment of a patient with age-related macular degeneration, the best approach based on the findings of the AREDS studies is: a) Vitamin and antioxidant supplementation is indicated in patients with a family history, even before retinal changes appear. b) The presence of intermediate and large drusen is an indication of vitamin and antioxidant supplementation. c) Supplementation in smokers should include beta-carotene. d) When there is an advanced lesion in one of the eyes, vitamin and antioxidant supplementation is not recommended.",b,b,b,b,b,b,b,b,b,b,b,a,a,a,a,a,a,a,a,a,a,b,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
107,2022,Teórica II,Retina,,"A resposta elétrica da célula de Müller está melhor representada pela: a) Onda ""a"" do eletrorretinograma. b) Onda ""b"" do eletrorretinograma. c) Onda ""c"" do eletrorretinograma. d) Relação de Arden no eletro-oculograma.","The electrical response of the Müller cell is best represented by: a) ""a"" wave of the electroretinogram. b) Wave ""b"" of the electroretinogram. c) Wave ""c"" of the electroretinogram. d) Arden ratio on the electro-oculogram.",b,b,b,b,b,b,b,b,b,b,b,a,c,b,b,b,a,b,a,b,a,b,5.133013955782584e-05,1.0,b,0.4752910833430205,0.5
108,2022,Teórica II,Retina,,"Qual a melhor conduta, entre as abaixo, para um paciente de 65 anos com descolamento de retina total decorrente de rasgadura retiniana periférica arqueada em 155 graus superiores, com borda posterior enrolada? a) Fotocoagulação a laser seguido de introflexão escleral, com explante posicionado superiormente. b) Introflexão escleral, com explante posicionado superiormente e uso de gás SF6 ao final da cirurgia. c) Retinopexia pneumática seguida de crioterapia ou fotocoagulação a laser. d) Vitrectomia posterior com uso de perfluorcarbono e fotocoagulação laser.","Which of the following is the best course of action for a 65-year-old patient with total retinal detachment due to a superior 155-degree arcuate peripheral retinal tear with a rolled-up posterior edge? a) Laser photocoagulation followed by scleral introflexion, with explant positioned superiorly. b) Scleral introflexion, with explant positioned superiorly and use of SF6 gas at the end of surgery. c) Pneumatic retinopexy followed by cryotherapy or laser photocoagulation. d) Posterior vitrectomy using perfluorocarbon and laser photocoagulation.",d,b,b,b,b,b,b,b,b,b,b,a,a,a,a,a,a,a,a,a,a,b,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
109,2022,Teórica II,Retina,,Qual das doenças sistêmicas abaixo está mais frequentemente associada a um quadro de estrias angioides? a) Anemia falciforme. b) Anemia megaloblástica c) Artrite reumatoide.d) Poliarterite nodosa.,"
Which of the systemic diseases below is most often associated with angioid striae? a) Sickle cell anemia. b) Megaloblastic anemia c) Rheumatoid arthritis. d) Polyarteritis nodosa.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
110,2022,Teórica II,Plástica Ocular,,"Além da tríade clássica de blefaroptose, epicanto inverso e telecanto, qual dos achados abaixo aparece com frequência na síndrome da blefarofimose? a) Triquíase maior. b) Ectrópio lateral da pálpebra inferior. c) Obstrução lacrimal por imperfuração da válvula de Hasner. d) Encurtamento do fundo de saco conjuntival superior.","In addition to the classic triad of blepharoptosis, epicanthus inversus, and telecanthus, which of the findings below appears frequently in blepharophimosis syndrome? a) Trichiasis major. b) Lateral ectropion of the lower eyelid. c) Lacrimal obstruction due to imperforation of the Hasner valve. d) Shortening of the superior conjunctival cul-de-sac.",b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
111,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto a cirurgia de blefaroplastia inferior para fins estéticos.  a) Remoção da bolsa de gordura lateral tem como principal complicação a diplopia pós-operatória por lesão no obliquo inferior. b) Quando realizada por via transconjuntival há maior risco de retração palpebral. c) Maior flacidez horizontal da pálpebra na avaliação pré-operatória indica a necessidade de associação de cantoplastia lateral. d) Em pacientes jovens, que possuem maior resposta cicatricial, a via preferencial é a transcutânea.","Check the correct alternative regarding lower blepharoplasty surgery for aesthetic purposes. a) Removal of the lateral fat pad mainly suffered postoperative diplopia due to an injury to the inferior oblique. b) When performed via the transconjunctival route, there is a greater risk of eyelid retraction. c) Greater horizontal flaccidity of the head in the pre-surgical evaluation indicates the need for a lateral canthoplasty. d) In young patients, who have a greater healing response, the preferred route is transcutaneous.
",c,b,d,b,d,b,b,d,b,b,d,b,a,a,a,a,a,a,b,a,a,b,0.17926780368434936,0.6,a,0.007048336371561326,0.8
112,2022,Teórica II,Plástica Ocular,,"Escolha a alternativa correta. a) Podem ser considerados efeitos colaterais da aplicação da toxina botulínica periocular: blefaroptose aponeurótica, entrópio espástico e estrabismo restritivo. b) Diferentemente do blefaroespasmo essencial, o tratamento com drogas miorrelaxantes orais apresenta boa resposta para o espasmo hemifacial. c) A aplicação de toxina botulínica tipo B é o tratamento mais realizado para blefaroespasmo essencial. d) A aplicação adjuvante de toxina botulínica em caso de paralisia facial periférica é realizada no lado não acometido.","Choose the correct alternative. a) The following side effects of the application of periocular botulinum toxin can be considered: aponeurotic blepharoptosis, spastic entropion and restrictive strabismus. b) Unlike essential blepharospasm, treatment with oral myorelaxant drugs shows a good response to hemifacial spasm. c) The application of botulinum toxin type B is the most common treatment for essential blepharospasm. d) The adjuvant application of botulinum toxin in case of peripheral facial paralysis is performed on the unaffected side.
",d,a,a,a,a,a,a,a,a,a,a,c,a,c,c,c,c,c,c,c,c,a,5.133013955782584e-05,1.0,c,0.0007410104055591837,0.9
113,2022,Teórica II,Plástica Ocular,,"Qual fio de sutura utilizado em cirurgias palpebrais tem maior potencial de reação inflamatória tecidual? a) Seda, por ser orgânico. b) Poliester (Mersilene®), por ser absorvível. c) Poliamida (Nylon®), por ser monofilamentar. d) Polipropilene (Prolene®), por ser multifilamentar trançado.","
Which suture thread used in eyelid surgeries has the greatest potential for tissue inflammatory reaction? a) Silk, as it is organic. b) Polyester (Mersilene®), as it is absorbable. c) Polyamide (Nylon®), as it is monofilament. d) Polypropylene (Prolene®), as it is multifilament braided.",a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,0.007048336371561326,0.8,a,5.133013955782584e-05,1.0
114,2022,Teórica II,Plástica Ocular,, Assinale a alternativa correta quanto ao calázio. a) Em pacientes idosos é comum a transformação maligna para carcinoma sebáceo. b) Histologicamente caracteriza-se por inflamação crônica lipogranulomatosa. c) Na maioria das vezes origina-se de glândula apócrina atrelada aos cílios. d) Uso de ivermectina tópica em pomada é o tratamento clínico preferido devido a associação demonstrada com o ácaro Demodex foliculorum.,"Mark the correct alternative regarding the chalazion. a) In elderly patients, malignant transformation to sebaceous carcinoma is common. b) Histologically, it is characterized by chronic lipogranulomatous inflammation. c) In most cases, it originates from the apocrine gland attached to the eyelashes. d) Use of topical ivermectin in ointment is the preferred clinical treatment due to the demonstrated association with the Demodex folliculorum mite.
",b,c,c,c,c,c,c,c,c,c,c,a,a,a,a,c,a,a,a,a,a,c,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
115,2022,Teórica II,Plástica Ocular,,"Mulher de 60 anos com contrações tônico-clônicas que se iniciaram na musculatura periocular à direita e em três meses evoluiram para toda a hemiface. Embora as contrações variem durante o dia, geralmente não a deixam dormir, pois ""não param a noite"". Assinale a alternativa correta. a) Trata-se de um caso de blefaroespasmo essencial benigno. b) As contrações tendem a acometer progressivamente o lado contralateral e tornarem-se bilaterais e simétricas. c) Uma possível causa é compressão intracraniana vascular do nervo facial ipsolateral. d) Medicações que modulam produção de serotonina nos núcleos da base, embora não sejam completamente efetivas, auxiliam no controle das contrações.","A 60-year-old woman with tonic-clonic contractions that started in the periocular muscles on the right and in three months progressed to the entire hemiface. Although the contractions vary during the day, they usually don't let her sleep, as they ""don't stop at night"". Tick ​​the correct alternative. a) This is a case of benign essential blepharospasm. b) Contractions tend to progressively affect the contralateral side and become bilateral and symmetrical. c) A possible cause is intracranial vascular compression of the ipsilateral facial nerve. d) Medications that modulate serotonin production in the basal nuclei, although not completely effective, help control contractions.
",c,d,a,d,a,d,a,d,a,a,a,a,a,a,a,a,a,a,a,a,a,a,0.17926780368434936,0.6,a,5.133013955782584e-05,1.0
116,2022,Teórica II,Plástica Ocular,,"A técnica de fratura tarsal com rotação marginal é mais indicada para tratamento de qual tipo de entrópio palpebral, dentre os abaixo? a) Involucional (senil). b) Espástico. c) Congênito. d) Cicatricial.","The technique of tarsal fracture with marginal rotation is most indicated for the treatment of which type of eyelid entropion, among the following? a) Involutional (senile). b) Spastic. c) Congenital. d) Scarring.",d,b,b,a,a,b,b,a,a,b,b,a,b,a,a,a,a,a,a,a,a,b,0.17926780368434936,0.6,a,0.0007410104055591837,0.9
117,2022,Teórica II,Plástica Ocular,,"Qual das alternativas melhor se correlaciona com as medidas da tabela abaixo? Fenda palpebral 09 mm Distância margem-reflexo superior 01 mm Distância margem-reflexo inferior 08 mm Função do músculo levantador da pálpebra 14 mm Altura da prega palpebral superior 16 mm a) Possível caso de blefaroptose senil associada a ectrópio senil. b) Possível caso de ptose palpebral reversa congênita. c) Provável caso de retração palpebral por orbitopatia inflamatória de Graves d) Caso o paciente seja caucasiano, essas medidas podem ser consideradas normais.","Which of the alternatives best correlates with the measurements in the table below? Palpebral fissure09 mm Upper margin-reflex distance 01 mm Lower margin-reflex distance 08 mm Function of the eyelid levator muscle 14 mm Upper eyelid crease height 16 mm a) Possible case of senile blepharoptosis associated with senile ectropion. b) Possible case of congenital reverse eyelid ptosis. c) Probable case of eyelid retraction due to Graves' inflammatory orbitopathy d) If the patient is Caucasian, these measurements can be considered normal.
",a,c,c,c,c,c,c,c,c,c,c,b,b,a,a,a,a,b,a,b,a,c,5.133013955782584e-05,1.0,a,0.17926780368434936,0.6
118,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto ao sistema lacrimal. a) Aproximadamente 50% dos recém-nascidos mantém obstrução da valva de Hasner até o sexto mês de vida, sendo que 90% deles necessitam de sondagem. b) Na maioria dos recém-nascidos a secreção lacrimal é menor que a do adulto saudável. c) A canalização completa do ducto nasolacrimal geralmente ocorre por volta da sexta semana de vida extrauterina. d) O recém-nascido geralmente apresenta canalização completa do saco e ducto nasolacrimal; no entanto os canalículos abrem-se por volta da sexta semana de vida extrauterina.","Mark the correct alternative regarding the lacrimal system. a) Approximately 50% of newborns maintain obstruction of the Hasner valve until the sixth month of life, and 90% of them require probing. b) In most newborns, tear secretion is less than in healthy adults. c) Complete canalization of the nasolacrimal duct usually occurs around the sixth week of extrauterine life. d) The newborn generally presents complete canalization of the nasolacrimal sac and duct; however, the canaliculi open around the sixth week of extrauterine life.
",b,b,b,b,d,a,b,b,b,b,a,a,a,a,a,a,a,a,a,a,a,b,0.043989589915272576,0.7,a,5.133013955782584e-05,1.0
119,2022,Teórica II,Plástica Ocular,,"Escolha a alternativa que melhor preencha a lacuna: Em adultos, a __________ é apenas realizada para diagnóstico, pois para tratamento é potencialmente traumática e raramente efetiva para aliviar permanentemente a obstrução lacrimal. a) Intubação com sonda de silicone. b) Irrigação com solução mucolítica. c) Sondagem com haste metálica. d) Utilização de sonda de laser de argônio.","Choose the alternative that best fills the gap: In adults, __________ is only performed for diagnosis, as for treatment it is potentially traumatic and rarely effective in permanently relieving lacrimal obstruction. a) Intubation with a silicone probe. b) Irrigation with mucolytic solution. c) Probing with metallic rod. d) Use of argon laser probe.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,5.133013955782584e-05,1.0,c,0.0007410104055591837,0.9
120,2022,Teórica II,Plástica Ocular,,"Na semiótica das obstruções das vias lacrimais de drenagem, o teste que usa a instilação de tecnécio-99m no fundo de saco lacrimal é de: a) Zapata-Milder. b) Jones II modificado. c) Dacriocistografia. d) Dacriocintilografia.","In the semiotics of obstructions of the lacrimal drainage pathways, the test that uses technetium-99m instillation in the lacrimal cul-de-sac is: a) Zapata-Milder. b) Jones II modified. c) Dacryocystography. d) Dacryocintigraphy.
",d,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,c,a,a,a,a,a,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
121,2022,Teórica II,Plástica Ocular,,Assinale a alternativa que contenha um tratamento para obstrução adquirida do ducto lacrimonasal. a) Dacriorrinostomia transnasal. b) Implante de tubo de pirex. c) Ampliação do ponto lacrimal. d) Massagem hidrostática de Crigler.,Check the alternative that contains a treatment for acquired obstruction of the nasolacrimal duct. a) Transnasal dacrhinostomy. b) Pyrex tube implant. c) Enlargement of the lacrimal point. d) Crigler hydrostatic massage.,a,b,b,b,b,b,a,b,b,b,b,a,a,a,a,a,a,a,a,a,b,b,0.0007410104055591837,0.9,a,0.0007410104055591837,0.9
122,2022,Teórica II,Plástica Ocular,,A celulite orbitaria pré-septal no adulto geralmente: a) É causada por disseminação por continuidade de sinusite etmoidal. b) Não causa estrabismo ou edema de disco óptico. c) Deve ser tratada com antibioticoterapia endovenosa durante internação hospitalar. d) Tem como etiologia germes Gram-negativos e anaeróbios.,Preseptal orbital cellulitis in adults is usually: a) Caused by dissemination by continuity of ethmoidal sinusitis. b) Does not cause strabismus or optic disc edema. c) Should be treated with intravenous antibiotic therapy during hospitalization. d) Its etiology is Gram-negative and anaerobic germs.,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
123,2022,Teórica II,Plástica Ocular,,"Aplicação tópica ou sistêmica de betabloqueadores apresenta resultados terapêuticos positivos em qual doença orbitária, entre as abaixo: a) Fístula carótido-cavernosa de baixo débito. b) Linfoma associado a tecido mucoso (MALT). c) Hemangioma capilar da infância. d) Orbitopatia de Graves na fase aguda.","Topical or systemic application of beta-blockers presents positive therapeutic results in which orbital disease, among the following: a) Low-output carotid-cavernous fistula. b) Lymphoma associated with mucosal tissue (MALT). c) Capillary hemangioma of childhood. d) Graves orbitopathy in the acute phase.",c,b,b,b,b,b,b,b,b,a,b,a,a,a,a,a,a,a,a,a,a,b,0.0007410104055591837,0.9,a,5.133013955782584e-05,1.0
124,2022,Teórica II,Plástica Ocular,,"Na doença orbitária inflamatória associada a distúrbios da tireoide existe um sinal oftalmológico típico, conhecido como flare temporal, que corresponde a: a) Exotropia por fibrose do reto lateral. b) Quemose e conjuntivocalase na região lateral da conjuntiva bulbar inferior. c) Exoftalmia acentuada causando distopia lateral do olho. d) Padrão de retração palpebral com a região lateral da pálpebra mais retraída que a medial.","In inflammatory orbital disease associated with thyroid disorders, there is a typical ophthalmological sign, known as temporal flare, which corresponds to: a) Exotropia due to lateral rectus fibrosis. b) Chemosis and conjunctivochalasis in the lateral region of the inferior bulbar conjunctiva. c) Marked exophthalmos causing lateral dystopia of the eye. d) Pattern of eyelid retraction with the lateral region of the eyelid more retracted than the medial.
",d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
125,2022,Teórica II,Plástica Ocular,,"Escolha a alternativa que melhor preencha a lacuna: Na __________ , uma sinusite maxilar crônica causa enoftalmo pelo colapso do assoalho da órbita. a) Síndrome do seio silencioso. b) Síndrome de Tolosa-Hunt. c) Mucocele. d) Displasia fibrosa.","Choose the alternative that best fills in the blank: In __________ , chronic maxillary sinusitis causes enophthalmos by collapsing the orbital floor. a) Silent sinus syndrome. b) Tolosa-Hunt syndrome. c) Mucocele. d) Fibrous dysplasia.",a,b,b,b,b,b,b,b,b,b,b,b,b,c,c,b,c,b,b,b,b,b,5.133013955782584e-05,1.0,b,0.043989589915272576,0.7
126,2022,Teórica II,Refração/Visão subnormal,,"Durante a refração subjetiva do paciente com baixa visão, obteve-se a melhor acuidade visual utilizando-se lentes -5,00 dioptria esferica -2,00 dioptria cilindrica x 180° na armação de prova com a tabela de acuidade visual posicionada a 1 m do paciente. Qual dentre as alternativas abaixo representa a prescrição mais adequada da correção para longe? a) -3,00 dioptria esferica -2,00 dioptria cilindrica x 180°. b) -4,00 dioptria esferica -2,00 dioptria cilindrica x 180°. c) -2,00 dioptria cilindrica x 180°. d) -6,00 dioptria esferica -2,00 dioptria cilindrica x 180°.","During the subjective refraction of the patient with low vision, the best visual acuity was obtained using a -5.00 spherical diopter -2.00 cylindrical diopter x 180° lens in the trial frame with the visual acuity table positioned at 1 m of the patient. Which of the alternatives below represents the most appropriate prescription for correction for distance? a) -3.00 spherical diopter -2.00 cylindrical diopter x 180°. b) -4.00 spherical diopter -2.00 cylindrical diopter x 180°. c) -2.00 cylindrical diopter x 180°. d) -6.00 spherical diopter -2.00 cylindrical diopter x 180°.",d,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
127,2022,Teórica II,Visão subnormal,,"Sobre os auxílios não-ópticos, avalie as assertivas a seguir como verdadeiras (V) ou falsas (F) e assinale a alternativa correta: I. Também denominados auxílios de adaptação funcional, são aqueles que modificam materiais e condições do ambiente. II. A ampliação de letras é o auxílio mais comum e reduz a frequência espacial da imagem. III. O tiposcópio é um guia para leitura cuja função é diminuir a luz refletida sobre o papel branco e assim diminuir o ofuscamento e aumentar o contraste da linha de texto com o fundo. IV. Um paciente com 65 anos prefere aproximadamente três vezes menos iluminação que uma pessoa com 20 anos para realizar as mesmas tarefas. a) I: Verdadeiro; II: Falso; III: Verdadeiro; IV: Falso. b) I: Verdadeiro; II: Verdadeiro; III: Falso; IV: Verdadeiro. c) I: Verdadeiro; II: Verdadeiro; III: Verdadeiro; IV: Falso. d) I: Falso; II: Falso; III: Falso; IV: Verdadeiro.","
Regarding non-optical aids, evaluate the following statements as true (T) or false (F) and mark the correct alternative: I. Also called functional adaptation aids, they are those that modify materials and environmental conditions. II. Enlarging letters is the most common aid and reduces the spatial frequency of the image. III. The typoscope is a guide for reading whose function is to reduce the light reflected on the white paper and thus reduce glare and increase the contrast of the line of text with the background. IV. A 65-year-old patient prefers approximately three times less lighting than a 20-year-old person to perform the same tasks. a) I: True; II: False; III: True; IV: False. b) I: True; II: True; III: False; IV: True. c) I: True; II: True; III: True; IV: False. d) I: False; II: False; III: False; IV: True.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
128,2022,Teórica II,Refração/Visão subnormal,,"À refração subjetiva de um paciente com visão subnormal, atinge-se a melhor acuidade binocular para distância sem a interposição de lentes corretivas. Já para perto, o melhor resultado é atingido com adição de +8,00 Dioptrias esferiacs em ambos os olhos. Para melhorar o conforto durante a leitura, optou-se por prescrever lentes esferoprismáticas. Qual o valor mais adequado dos prismas em cada olho? a) 4 Dioptrias prismaticas base temporal. b) 4 Dioptrias prismaticas base nasal. c) 10 Dioptrias prismaticas base temporal. d) 10 Dioptrias prismaticas base nasal.","The subjective refraction of a patient with low vision achieves the best binocular acuity for distance without the interposition of corrective lenses. At close range, the best result is achieved with the addition of +8.00 spherical diopters in both eyes. To improve comfort while reading, it was decided to prescribe spheroprismatic lenses. What is the most appropriate value of the prisms in each eye? a) 4 prismatic diopters time base. b) 4 prismatic diopters at the nasal base. c) 10 prismatic diopters time basis. d) 10 prismatic diopters at the nasal base.",d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
129,2022,Teórica II,Farmacologia,,O método de Credé utiliza colírio de nitrato de prata em qual concentração? a) 1%. b) 5%. c) 10%. d) 20%.,The Credé method uses silver nitrate eye drops at what concentration? to 1%. b) 5%. c) 10%. d) 20%.,a,a,a,a,a,a,a,a,a,b,a,b,b,b,b,b,b,b,b,c,b,a,0.0007410104055591837,0.9,b,0.0007410104055591837,0.9
130,2022,Teórica II,Farmacologia,,"Qual das drogas de uso tópico, abaixo, é a mais indicada para o tratamento inicial de ceratite fúngica causada por Fusarium? a) Terbinafina. b) Natamicina. c) Miconazol. d) Anfotericina B.","
Which of the topical drugs below is most indicated for the initial treatment of fungal keratitis caused by Fusarium? a) Terbinafine. b) Natamycin. c) Miconazole. d) Amphotericin B.",b,b,b,b,b,b,b,b,b,b,b,a,a,a,a,a,a,a,a,a,a,b,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
131,2022,Teórica II,Farmacologia,,"Assinale a alternativa correta com relação ao transplante penetrante de córnea realizado em crianças abaixo de dois anos de idade. a) Tipicamente, a cicatrização entre o leito e o enxerto ocorre mais lentamente do que no adulto. b) A incidência de rejeição é significativamente menor que a observada nos transplantes de adultos. c) Em um pós-operatório sem intercorrências, a remoção das suturas deve ocorrer mais precocemente do que nos adultos. d) Geralmente são utilizados enxertos grandes, com mais de 10 mm de diâmetro.","Mark the correct alternative regarding penetrating corneal transplantation performed in children under two years of age. a) Typically, healing between the bed and the graft occurs more slowly than in adults. b) The incidence of rejection is significantly lower than that observed in adult transplants. c) In an uneventful postoperative period, suture removal should occur earlier than in adults. d) Generally, large grafts with more than 10 mm in diameter are used.
",c,a,a,b,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,b,b,a,0.007048336371561326,0.8,b,0.4752910833430205,0.5
132,2022,Teórica II,Córnea,,"Assinale a alternativa correta com relação ao transplante de córnea lamelar posterior pela técnica ""DSEK"" (Descemet Stripping Endothelial Keratoplasty): a) Imediatamente após a cirurgia o paciente deve permanecer em decúbito ventral por cerca de vinte a trinta minutos. b) Apenas endotélio e membrana de Descemet são enxertados no olho receptor. c) Ceratite lamelar difusa (também conhecida como ""síndrome das areias do Saara""), é uma complicação desse procedimento. d) A presença da lamela corretamente posicionada provavelmente induzirá grau esférico positivo que se somará à refração prévia do paciente (""shift hipermetrópico"").","Mark the correct alternative regarding posterior lamellar corneal transplantation using the ""DSEK"" technique (Descemet Stripping Endothelial Keratoplasty): a) Immediately after the surgery, the patient must remain in the prone position for about twenty to thirty minutes. b) Only endothelium and Descemet's membrane are grafted into the recipient eye. c) Diffuse lamellar keratitis (also known as ""sands of the Sahara syndrome""), is a complication of this procedure. d) The presence of a correctly positioned lamella will probably induce a positive spherical degree that will be added to the patient's previous refraction (""hypermetropic shift"").",d,d,d,d,d,d,b,d,b,d,d,b,b,b,b,b,b,b,b,b,b,d,0.007048336371561326,0.8,b,5.133013955782584e-05,1.0
133,2022,Teórica II,Córnea,,"Paralisia do quinto nervo craniano pode desencadear na córnea, mais comumente: a) Úlcera neurotrófica. b) Endotelite disciforme. c) Ceratite de exposição. d) Ceratite intersticial.","Paralysis of the fifth cranial nerve can trigger in the cornea, most commonly: a) Neurotrophic ulcer. b) Disciform endothelitis. c) Exposure keratitis. d) Interstitial keratitis.",a,b,b,b,b,b,b,b,a,b,b,b,b,b,b,a,b,b,b,b,b,b,0.0007410104055591837,0.9,b,0.0007410104055591837,0.9
134,2022,Teórica II,Córnea,,"Com relação à distrofia endotelial congênita e hereditária da córnea, é correto afirmar: a) O padrão de transmissão mais comum é o autossômico dominante. b) A maioria dos pacientes apresenta nistagmo associado e, raramente, glaucoma. c) Os pacientes costumam apresentar intensa fotofobia e epífora imediatamente após o nascimento. d) Geralmente é unilateral, com aumento progressivo da opacidade da córnea a partir do nascimento.","Regarding congenital and hereditary corneal endothelial dystrophy, it is correct to state: a) The most common pattern of transmission is the dominant autosomal one. b) Most patients have associated nystagmus and, rarely, glaucoma. c) Patients usually present with intense photophobia and epiphora immediately after birth. d) It is usually unilateral, with progressive increase in corneal opacity from birth onwards.
",b,a,a,a,b,b,b,a,a,a,a,d,d,d,d,d,d,d,d,d,d,a,0.043989589915272576,0.7,d,5.133013955782584e-05,1.0
