ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,french
11,2022,Teórica I,Anatomia,cataract,"Com relação ao cristalino, assinale a alternativa correta.
a)Embora seu volume aumente com a idade, seu peso mantém-se constante.
b)A proteólise de suas fibras é o principal mecanismo de seu crescimento celular.
c)A síntese de suas proteínas processa-se durante a diferenciação da célula em fibra.
d)Sua síntese proteica é continua ao longo da vida, mantendo plasticidade e elasticidade estáveis da infância ao envelhecimento.","Con respecto a la lente, marque la alternativa correcta.
a) Aunque su volumen aumenta con la edad, su peso permanece constante.
b) La proteólisis de sus fibras es el mecanismo principal de su crecimiento celular.
c) La síntesis de sus proteínas tiene lugar durante la diferenciación de la célula en fibra.
d) Su síntesis de proteínas es continua durante toda la vida, manteniendo la plasticidad y la elasticidad estables desde la infancia hasta el envejecimiento.","With regard to the lens, mark the correct alternative.
a) Although its volume increases with age, its weight remains constant.
b) The proteolysis of its fibers is the main mechanism of its cellular growth.
c) The synthesis of its proteins takes place during the differentiation of the cell into fiber.
d) Its protein synthesis is continuous throughout life, maintaining stable plasticity and elasticity from childhood to aging.","Alin sa mga susunod ang tama tungkol sa lente ng mata?
a) Sa pagtanda, lumalaki ang lente ng mata pero hindi siya bumibigat.
b) Ang paglago ng mga cell ng lente ay dahil sa mekanismo ng proteolysis ng mga fiber.
c) Ang paggawa ng mga protina ng lente ay nagaganap sa differentiation stage ng mga fiber.
d) Ang paggawa ng lente ng mga protina ay nangyayari habambuhay, kaya nananatili ang plasticity at elasticity ng lente.",C,"En ce qui concerne le cristallin, marquez l'alternative correcte.
a) Bien que son volume augmente avec l'âge, son poids reste constant.
b) La protéolyse de ses fibres est le principal mécanisme de sa croissance cellulaire.
c) La synthèse de ses protéines a lieu pendant la différenciation de la cellule en fibre.
d) La synthèse de ses protéines est continue tout au long de la vie, maintenant une plasticité et une élasticité stables de l'enfance à la vieillesse."
12,2022,Teórica I,Anatomia,retina,"Paciente com artrose faz uso de altas doses de cloroquina há anos. Acredita-se que essa droga pode causar mau funcionamento do epitélio pigmentar retiniano, uma vez que:
a)Impede a síntese de melanina.
b)Impede a fagocitose dos discos dos segmentos externos dos fotorreceptores.
c)Impede o transporte de íons intracelulares.
d)Favorece a intensa troca de calor entre os fotorreceptores e a coroide.","Un paciente con artrosis ha estado usando altas dosis de cloroquina durante años.Se cree que este medicamento puede causar mal funcionamiento del epitelio de pigmento retiniano, ya que:
a) obstaculiza la síntesis de melanina.
b) obstaculiza la fagocitosis de los discos de los segmentos externos del fotorreceptor.
c) obstaculiza el transporte de iones intracelulares.
d) favorece el intercambio de calor entre los fotorreceptores y el coroides.","A patient with arthrosis has been using high doses of chloroquine for years. It is believed that this drug can cause malfunction of the retinal pigment epithelium, since:
a) It hinders the synthesis of melanin.
b) It hinders phagocytosis of the disks of the photoreceptor outer segments.
c) It hinders the transport of intracellular ions.
d) It favors intense heat exchange between the photoreceptors and the choroid.","May isang pasyente na may arthrosis na matagal nang rineresetahan ng chloroquine. Ang chloroquine ay nagiging sanhi ng pagkasira ng retinal pigment epithelium sa pamamagitan ng:
a) pagpigil ng paggawa ng melanin.
b) pagpigil ng pagpapatay ng mga disks ng photoreceptor outer segments.
c) pagbabawas ng pagpasok ng mga intracellular ion sa retinal pigment epithelium.
d) pagpabor sa matinding heat exchange ng mga photoreceptor at ang choroid.",B,"Un patient atteint d'arthrose utilise des doses élevées de chloroquine depuis des années. On pense que ce médicament peut provoquer un dysfonctionnement de l'épithélium pigmentaire rétinien, car :
a) Il entrave la synthèse de la mélanine.
b) Il entrave la phagocytose des disques des segments externes des photorécepteurs.
c) Il entrave le transport des ions intracellulaires.
d) Il favorise un échange de chaleur intense entre les photorécepteurs et la choroïde."
13,2022,Teórica I,Anatomia,retina,"Com relação ao fluxo sanguíneo na coroide, podemos afirmar:
a)É responsável por toda nutrição da retina.
b)É responsável por 95% da glicose consumida na parte interna da retina.
c)Participa da regulação térmica dos fotorreceptores.
d)Os esfíncteres pré-capilares previnem o hiperfluxo de sangue em áreas nobres como a mácula.","Con respecto al flujo sanguíneo en la coroides, es posible indicar:
a) Es responsable de toda nutrición de la retina.
b) Es responsable del 95% de la glucosa consumida en la parte interna de la retina.
c) Participa en la regulación térmica de los fotorreceptores.
d) Los esfínteres precapilares evitan el hiperflojo de la sangre en áreas nobles como la mácula.","Regarding the blood flow in the choroid, it is possible to state:
a) It is responsible for all nutrition of the retina.
b) It is responsible for 95% of the glucose consumed in the inner part of the retina.
c)Participates in the thermal regulation of photoreceptors.
d) The pre-capillary sphincters prevent the hyperflow of blood in noble areas such as the macula.","Posibleng masabi tungkol sa pagdaloy ng dugo sa choroid:
a) Ito ay nagbibigay ng lahat ng sustansya ng retina.
b) Ito ay nagbibigay ng 95% ng glucose para sa panloob na bahagi ng retina.
c) Nakikilahok ito sa thermal regulation ng mga photoreceptor.
d) Ang mga pre-capillary sphincters ay pumipigil sa lubos na pagdaloy ng dugo sa mga importanteng bahagi ng retina, katulad ng macula.",C,"Concernant le flux sanguin dans la choroïde, il est possible d'affirmer :
a) Il est responsable de toute la nutrition de la rétine.
b) Il est responsable de 95 % du glucose consommé dans la partie interne de la rétine.
c) Participe à la régulation thermique des photorécepteurs.
d) Les sphincters précapillaires empêchent l'hyperflux sanguin dans des zones nobles telles que la macula."
14,2022,Teórica I,Embriologia,retina,"Sobre a embriologia da coroide, é correto afirmar:
a)A coriocapilar é a primeira a se formar, com posterior formação dos grandes vasos.
b)A lâmina basal dá origem à membrana de Bruch que se situa entre o coriocapilar e a camada de Sattler.
c)A camada vascular intermediária é a última a se formar e desenvolve-se do corpo ciliar em direção ao equador.
d)O estroma da coroide é essencialmente produzido a partir de células do mesoderma.","Respecto a la embriología de la coroides, es correcto afirmar que:
a) La coriocapilar es la primera en formarse, con posterior formación de los grandes vasos.
b) La lámina basal da lugar a la membrana de Bruch, que se sitúa entre los coriocapilares y la capa de Sattler.
c) La capa vascular intermedia es la última en formarse y se desarrolla desde el cuerpo ciliar hacia el ecuador.
d) El estroma coroideo se produce esencialmente a partir de células del mesodermo.","Regarding the embryology of the choroid, it is correct to state:
a) The choriocapillaris is the first to be formed, with subsequent formation of the great vessels.
b) The basal lamina originate the Bruch's membrane, which lies between the choriocapillaris and Sattler's layer.
c) The intermediate vascular layer is the last to form and develops from the ciliary body towards the equator.
d) The choroidal stroma is essentially produced from mesoderm cells.","Alin sa mga sumusunod ang tama tungkol sa embryology ng choroid?
a) Nauunang mabuo ang mga choriocapillaris, na sinusundan ng pagbuo ng malalaking ugat.
b) Ang Bruch's membrane ay nanggagaling sa basal lamina, na nakalatag sa kalagitnaan ng choriocapillaris at Sattler's layer.
c) Ang intermediate vascular layer ay huling nabubuo galing sa ciliary body malapit sa gitna ng mata.
d) Ang choroidal stroma ay nanggagaling sa mesoderm cells. ",A,"Concernant l'embryologie de la choroïde, il est correct de dire :
a) La choriocapillaire est la première à se former, suivie par la formation des grands vaisseaux.
b) La lame basale donne naissance à la membrane de Bruch, qui se trouve entre la choriocapillaire et la couche de Sattler.
c) La couche vasculaire intermédiaire est la dernière à se former et se développe du corps ciliaire vers l'équateur.
d) Le stroma choroïdien est essentiellement produit à partir des cellules du mésoderme."
15,2022,Teórica I,Embriologia,retina,"Com relação à embriologia ocular, é correto afirmar:
a)O epitélio da córnea origina-se a partir das células da crista neural.
b)Ao nascimento, córnea e esclera apresentam o mesmo raio de curvatura.
c)A camada de Bowman surge entre o primeiro e o segundo mês de gestação.
d)A córnea desenvolve-se a partir da superfície ectodérmica e das células da crista neural.","Con respecto a la embriología ocular, es correcto establecer que:
a) El epitelio corneal surge de las células de la cresta neural.
b) Al nacer, la córnea y la esclera tienen el mismo radio de curvatura.
c) La capa de Bowman aparece entre el primer y el segundo mes de embarazo.
d) La córnea se desarrolla a partir de las células de la superficie ectodérmica y la cresta neural.","Regarding ocular embryology, it is correct to state:
a) Corneal epithelium arises from neural crest cells.
b) At birth, the cornea and sclera have the same curvature radius.
c) Bowman's layer appears between the first and second month of pregnancy.
d) The cornea develops from the ectodermal surface and neural crest cells.","Alin sa mga sumusunod ay tama tungkol sa ocular embryology?
a) Ang corneal epithelium ay nanggagaling sa neural crest cells.
b) Sa panganganak, ang cornea at sclera ay may parehong curvature radius.
c) Ang Bowman's layer ay nabubuo sa gitna ng pang-una at pangalawang buwan ng pagbubuntis.
d) Ang cornea ay nanggagaling sa ectodermal surface at neural crest cells.",D,"En ce qui concerne l'embryologie oculaire, il est correct de dire :
a) L'épithélium cornéen provient des cellules de la crête neurale.
b) À la naissance, la cornée et la sclère ont le même rayon de courbure.
c) La couche de Bowman apparaît entre le premier et le deuxième mois de grossesse.
d) La cornée se développe à partir de la surface ectodermique et des cellules de la crête neurale."
16,2022,Teórica I,Genética,,"Sobre as doenças de herança autossômica dominante, é correto afirmar:
a)Em geral, são observadas em várias gestações.
b)Os homens costumam ser mais afetados do que as mulheres.
c)A gravidade da doença é sempre a mesma entre as pessoas afetadas da mesma família.
d)Apenas as mulheres transmitem a mutação.","Con respecto a las enfermedades de herencia dominantes autosómicas, es correcto afirmar que:
a) En general, se observan en varias gestaciones.
b) Los hombres tienden a verse más afectados que las mujeres.
c) La gravedad de la enfermedad es siempre la misma entre las personas afectadas de la misma familia.
d) Solo las mujeres transmiten la mutación.","Regarding the autosomal dominant inheritance diseases, it is correct to state:
a) In general, they are observed in several gestations.
b) Men tend to be more affected than women.
c) The severity of the disease is always the same among affected people from the same family.
d) Only women transmit the mutation.","Alin sa mga sumusunod ay tama tungkol sa sakit na namamana sa autosomal dominance?
a) Sa pangkalahatan, makikita ito sa maraming pagbubuntis.
b) Mas apektado ang mga lalaki kaysa sa mga babae.
c) Ang kalubhaan ng sakit ay pareho sa lahat ng apektadong tao mula sa isang pamilya.
d) Ang mga kababaihan lamang ang may dala ng mutation.",A,"Concernant les maladies à hérédité autosomique dominante, il est correct de dire :
a) En général, elles sont observées dans plusieurs gestations.
b) Les hommes ont tendance à être plus affectés que les femmes.
c) La gravité de la maladie est toujours la même chez les personnes affectées de la même famille.
d) Seules les femmes transmettent la mutation."
17,2022,Teórica I,Genética,,"Sobre as doenças de padrão de herança mitocondrial, é correto afirmar:
a)Daltonismo é um exemplo de doença ligada ao DNA mitocondrial.
b)A herança ocorre apenas pela linhagem materna.
c)Pacientes do sexo masculino afetados pela doença, transmitirão o fenótipo para toda a prole.
d)A neuropatia óptica hereditária de Leber é um exemplo de doença ligada ao DNA mitocondrial, causa geralmente cegueira congênita e afeta na mesma proporção pacientes de ambos os sexos.","Con respecto a las enfermedades de la herencia mitocondrial, es correcto declarar:
a) El daltonismo es un ejemplo de una enfermedad relacionada con el ADN mitocondrial.
b) La herencia ocurre solo a través del linaje materna.
c) Los pacientes masculinos asistidos por la enfermedad transmitirán el fenotipo a todos los descendientes.
d) La neuropatía óptica hereditaria de Leber es un ejemplo de una enfermedad relacionada con el ADN mitocondrial, generalmente causa ceguera congénita y afecta a los pacientes de ambos sexos en la misma proporción.","Regarding mitochondrial inheritance diseases, it is correct to state:
a) Daltonism is an example of a disease linked to mitochondrial DNA.
b) Inheritance occurs only through maternal lineage.
c) Male patients afectados by the disease will transmit the phenotype to all offspring.
d) Leber's hereditary optic neuropathy is an example of a disease linked to mitochondrial DNA, it usually causes congenital blindness and affects patients of both sexes in the same proportion.","Alin sa mga sumusunod ay tama tungkol sa mitochondrial inherited diseases?
a) Ang Daltonism ay isang halimbawa ng mitochondrial inherited disease.
b) Ang pagmana ng mitochondrial inherited diseases ay galing sa mga ina lamang.
c) Maipapasa ng isang lalaking apektado ng mitochondrial inherited disease sa lahat ng kanyang anak.
d) Ang Leber's hereditary optic neuropathy ay halimbawa ng mitochondrial inherited disease, at karaniwang nagiging sanhi ng maagang pagbubulag sa parehong lalaki at babae.",B,"Concernant les maladies liées à l'hérédité mitochondriale, il est correct de dire :
a) Le daltonisme est un exemple de maladie liée à l'ADN mitochondrial.
b) L'hérédité se fait uniquement par la lignée maternelle.
c) Les patients masculins affectés par la maladie transmettront le phénotype à toute leur descendance.
d) La neuropathie optique héréditaire de Leber est un exemple de maladie liée à l'ADN mitochondrial, elle cause généralement la cécité congénitale et affecte les patients des deux sexes dans la même proportion."
18,2022,Teórica I,Refração,,"Qual das lentes abaixo melhor corrige um astigmatismo miópico simples?
a)-3,00 dioptria esférica + 1,00 dioptria cilindrica X 90°.
b)+1,00 dioptria esférica -1,00 dioptria cilindrica X 90°.
c)-3,00 dioptria esférica + 3,00 dioptria cilindrica X 180°.
d)0,00 dioptria esférica +1,00 dioptria cilindrica X 180°.","¿Cuál de los siguientes lentes corrige mejor el astigmatismo miope simple?
a)-3,00 dioptría esférica + 1,00 dioptría cilíndrica X 90°.
b)+1,00 dioptría esférica -1,00 dioptría cilíndrica X 90°.
c)-3,00 dioptría esférica + 3,00 dioptría cilíndrica X 180°.
d)0,00 dioptría esférica +1,00 dioptría cilíndrica X 180°.","Which of the lenses below best corrects simple myopic astigmatism?
a)-3.00 spherical diopter + 1.00 cylindrical diopter X 90°.
b) +1.00 spherical diopter -1.00 cylindrical diopter X 90°.
c)-3.00 spherical diopter + 3.00 cylindrical diopter X 180°.
d) 0.00 spherical diopter +1.00 cylindrical diopter X 180°.","Alin sa mga lente ay pinakamabuting naitatama ang simpleng myopic astigmatism?
a) -3.00 spherical diopter + 1.00 cylindrical diopter x 90 °.
b) +1.00 spherical diopter -1.00 cylindrical diopter x 90 °.
c) -3.00 spherical diopter + 3.00 cylindrical diopter x 180 °.
d) 0.00 spherical diopter +1.00 cylindrical diopter x 180 °.",C,"Quelle est la lentille ci-dessous qui corrige le mieux l'astigmatisme myopique simple ?
a) -3,00 dioptrie sphérique + 1,00 dioptrie cylindrique X 90°.
b) +1,00 dioptrie sphérique -1,00 dioptrie cylindrique X 90°.
c) -3,00 dioptrie sphérique + 3,00 dioptrie cylindrique X 180°.
d) 0,00 dioptrie sphérique +1,00 dioptrie cylindrique X 180°."
19,2022,Teórica I,Refração,,"Qual é a distância focal do círculo de menor confusão no conoide de Sturm de uma lente esferocilíndrica de +1,00 DE +2,00 DC X 180°?
a)0 metros.
b)0,5 metros.
c)1 metros.
d)2 metros.","¿Cuál es la distancia focal del círculo de menor confusión en el conoide de Sturm de una lente esferocilíndrica de +1,00 DE +2,00 DC X 180°?
a)0 metros.
b) 0,5 metros.
c)1 metros.
d) 2 metros.","What is the focal length of the circle of least confusion on Sturm's conoid of a +1.00 OD +2.00 DC X 180° spherocylindrical lens?
a) 0 m.
b) 0.5 m.
c) 1 m.
d) 2 m.","Ano ang focal length ng circle of least confusion sa Sturm's conoid na may sukat ng +1.00 DS and +2.00 DC x 180 ° spherocylindrical lens?
a) 0 m.
b) 0.5 m.
c) 1 m.
d) 2 m.",B,"Quelle est la distance focale du cercle de moindre confusion sur le cône de Sturm d'une lentille sphéro-cylindrique de +1,00 OD +2,00 DC X 180° ?
a) 0 m.
b) 0,5 m.
c) 1 m.
d) 2 m."
20,2022,Teórica I,Refração,,"Um ponto objetivo situado a dois metros de uma lente convexa de 2 DE forma um ponto imagem a que distância da lente?
a)2,0 m.
b)1,5 m.
c)0,67 m.
d)0,4 m.","Un punto objetivo situado a dos metros de una lente convexa 2 DE forma un punto de imagen ¿a qué distancia de la lente?
a) 2,0 metros.
b) 1,5 metros.
c) 0,67 metros.
d) 0,4 m.","An objective point located two meters from a 2 DE convex lens forms an image point at what distance from the lens?
a)2.0 m.
b)1.5 m.
c)0.67 m.
d)0.4 m.","Ang objective point na dalawang metro ang layo mula sa 2 DE convex lens ay gumagawa ng image point sa anong distansya mula sa lente?
a) 2.0 m.
b) 1.5 m.
c) 0.67 m.
d) 0.4 m.",C,"Un point objectif situé à deux mètres d'une lentille convexe de 2 DE forme un point image à quelle distance de la lentille ?
a) 2,0 m.
b) 1,5 m.
c) 0,67 m.
d) 0,4 m."
21,2022,Teórica I,Refração,,"Qual dos valores abaixo em logaritmo decimal (logMAR) corresponde a acuidade visual normal (1,0)?
a)-1.
b)0.
c)1.
d)2.","¿Cuál de los siguientes valores en el logaritmo decimal (logMar) corresponde a la agudeza visual normal (1.0)?
a) -1.
b) 0.
c) 1.
d) 2.","Which of the following values ​​in decimal logarithm (logMAR) corresponds to normal visual acuity (1.0)?
a) -1.
b)0.
c)1.
d)2.","Alin sa mga sumusunod na decimal logarithm (LogMAR) ay katugma ng normal na visual acuity (1.0)?
a) -1.
b) 0.
c) 1.
d) 2.",B,"Laquelle des valeurs suivantes en logarithme décimal (logMAR) correspond à une acuité visuelle normale (1.0) ?
a) -1.
b) 0.
c) 1.
d) 2."
22,2022,Teórica I,Refração,,"Qual o efeito óptico decorrente da interpolação de dois filtros polaroides perpendiculares entre si?
a)Transmissão reduzida em 50%.
b)Transmissão ampliada em 50%.
c)Ausência de transmissão luminosa.
d)Nenhuma perda de energia luminosa.","¿Cuál es el efecto óptico resultante de la interpolación de dos filtros polaroides perpendiculares entre sí?
a) Transmisión reducida en un 50%.
b) Transmisión ampliada en un 50%.
c) Ausencia de transmisión luminosa.
D) Sin pérdida de energía luminosa.","What is the optical effect resulting from the interpolation of two polaroid filters perpendicular to each other?
a) Transmission is reduced by 50%.
b) Transmission is increased by 50%.
c) Absence of light transmission.
d)No loss of light energy.","Ano ang optical effect na nagreresulta sa interpolation ng dalawang polaroid filters na perpendikular sa bawa't isa?
a) Ang pagdaloy ng ilaw ay nabawasan ng 50%.
b) Ang  pagdaloy ng ilaw ay nadagdagan ng 50%.
c) Walang pagdaloy ng ilaw ang nagaganap.
d) Walang light energy ang nababawasan.",C,"Quel est l'effet optique résultant de l'interpolation de deux filtres polaroïds perpendiculaires l'un à l'autre ?
a) La transmission est réduite de 50 %.
b) La transmission est augmentée de 50 %.
c) Absence de transmission de lumière.
d) Aucune perte d'énergie lumineuse."
23,2022,Teórica I,Refração,,"Em qual dos materiais abaixo a velocidade da luz é a menor?
a)Ar.
b)Diamante.
c)Vidro.
d)A velocidade da luz é constante independente do meio.","¿En cuál de los materiales es la velocidad de la luz más baja?
a) aire.
b) diamante.
c) vidrio.
d) La velocidad de la luz es constante independientemente del medio.","In which of the materials is the speed of light the lowest?
a) Air.
b) Diamond.
c) Glass.
d) The speed of light is constant regardless of the medium.","Aling materyales ang may pinakamabagal ang daloy ng ilaw?
a) Hangin.
b) Brilyante.
c) Salamin.
d) Ang bilis ng ilaw ay pare-pareho anuman ang daluyan nito.",B,"Dans lequel des matériaux la vitesse de la lumière est-elle la plus basse ?
a) Air.
b) Diamant.
c) Verre.
d) La vitesse de la lumière est constante quel que soit le milieu."
24,2022,Teórica I,Refração,,"Assinale a alternativa que corresponde a uma reflexão de um espelho convexo.
a)Ceratoscopia com disco de Plácido.
b)Espelho de barbear.
c)Espelho do dentista.
d)Farol refletor.","Marque la alternativa que corresponde a un reflejo de un espejo convexo.
a) queratoscopia con disco placido.
b) Espejo de afeitar.
c) Mirror del dentista.
d) Lechas de faro reflector.","Choose which corresponds to a reflection from a convex mirror.
a) Keratoscopy with Placido disc.
b) Shaving mirror.
c) Dentist's mirror.
d) Reflector headlamp.","Alin ang katumbas ng repleksyon mula sa isang salamin na convex?
a) Keratoscopy na may Placido disc.
b) Salamin na ginagamit sa pag-ahit
c) Salamin ng dentista.
d) Reflector headlamp.",A,"Choisissez ce qui correspond à une réflexion d'un miroir convexe.
a) Kératoscopie avec disque de Placido.
b) Miroir de rasage.
c) Miroir de dentiste.
d) Réflecteur de phare."
25,2022,Teórica I,Refração,,"Uma lente convergente foca a luz proveniente de uma fonte situada a 1 m a uma distância de 50 cm. Qual o poder desta lente?
a)+ 1 dioptria.
b)+ 2 dioptria.
c)+ 3 dioptria.
d)+ 4 dioptria.","Una lente convergente enfoca la luz desde una fuente a 1 m a una distancia de 50 cm.¿Qué tan poderosa es esta lente?
a) + 1 diopter.
b) + 2 diopter.
c) + 3 diopter.
d) + 4 diopter.","
A converging lens focuses light from a source 1 m away at a distance of 50 cm. How powerful is this lens?
a) + 1 diopter.
b) + 2 diopter.
c) + 3 diopter.
d) + 4 diopter.","Ang isang converging lens ay nagpopokus ng ilaw na mula 1 metro sa distansya na 50cm. Ano ang power ng lenteng ito?
a) + 1 diopter.
b) + 2 diopter.
c) + 3 diopter.
d) + 4 diopter.",C,"Une lentille convergente focalise la lumière provenant d'une source située à 1 mètre de distance à une distance de 50 cm. Quelle est la puissance de cette lentille ?
a) + 1 dioptrie.
b) + 2 dioptries.
c) + 3 dioptries.
d) + 4 dioptries."
26,2022,Teórica I,Refração,,"Se fossemos medir o poder focal imagem da face posterior da córnea após sua retirada do globo ocular, teríamos um valor ao redor de (considere a curvatura anterior da córnea 7,7 mm; a curvatura posterior da córnea 6,8 mm; o índice de refração do estroma corneano 1,376 e o índice de refração do ar 1,00):
a)+ 5,00 Dioptrias.
b)0,00 Dioptrias.
c)- 5,00 Dioptrias.
d)- 55,00 Dioptrias.","Si tuviéramos que medir la imagen de potencia focal de la superficie posterior de la córnea después de su extracción del globo ocular, tendríamos un valor alrededor (considérese la curvatura anterior de la córnea de 7,7 mm; la curvatura posterior de la córnea de 6,8 mm; la índice de refracción del estroma corneal 1,376 y el índice de refracción del aire 1,00):
a)+ 5,00 Dioptrías.
b)0,00 dioptrías.
c)- 5,00 Dioptrías.
d)- 55,00 Dioptrías.","If we were to measure the focal power of the image of the posterior surface of the cornea after its removal from the eyeball, we would have a value around (consider the anterior curvature of the cornea 7.7 mm; the posterior curvature of the cornea 6.8 mm; the index of corneal stroma refraction 1.376 and the refractive index of air 1.00):
a) + 5.00 Dioptres.
b) 0.00 Dioptres.
c)- 5.00 Dioptres.
d)- 55.00 Dioptres.","Ang focal power ng imahe sa posterior surface ng cornea pagkatapos itong tanggalin sa mata ay:
Isaalang-alang na ang anterior curvatur ng cornea ay 7.7mm, ang posterior curvature 6.8mm, ang index ng corneal stroma refraction 1.376, at ang refractive index ng hangin ay 1.00
a) + 5.00 dioptres.
b) 0.00 dioptres.
c)- 5.00 dioptres.
d)- 55.00 dioptres.",D,"Si nous devions mesurer la puissance focale de l'image de la surface postérieure de la cornée après son retrait du globe oculaire, nous aurions une valeur d'environ (considérant la courbure antérieure de la cornée de 7,7 mm ; la courbure postérieure de la cornée de 6,8 mm ; l'indice de réfraction du stroma cornéen de 1,376 et l'indice de réfraction de l'air de 1,00) :
a) + 5,00 Dioptries.
b) 0,00 Dioptries.
c) - 5,00 Dioptries.
d) - 55,00 Dioptries."
