ID,year,test,theme,subtheme,portuguese,english,answer,responses_english,reasoning_english,responses_portuguese,reasoning_portuguese
128,2022,Teórica II,Refração/Visão subnormal,,"À refração subjetiva de um paciente com visão subnormal, atinge-se a melhor acuidade binocular para distância sem a interposição de lentes corretivas. Já para perto, o melhor resultado é atingido com adição de +8,00 Dioptrias esferiacs em ambos os olhos. Para melhorar o conforto durante a leitura, optou-se por prescrever lentes esferoprismáticas. Qual o valor mais adequado dos prismas em cada olho? a) 4 Dioptrias prismaticas base temporal. b) 4 Dioptrias prismaticas base nasal. c) 10 Dioptrias prismaticas base temporal. d) 10 Dioptrias prismaticas base nasal.","The subjective refraction of a patient with low vision achieves the best binocular acuity for distance without the interposition of corrective lenses. At close range, the best result is achieved with the addition of +8.00 spherical diopters in both eyes. To improve comfort while reading, it was decided to prescribe spheroprismatic lenses. What is the most appropriate value of the prisms in each eye? a) 4 prismatic diopters time base. b) 4 prismatic diopters at the nasal base. c) 10 prismatic diopters time basis. d) 10 prismatic diopters at the nasal base.",D,A,"The most appropriate value of the prisms in each eye for a patient with low vision who is prescribed spheroprismatic lenses would be 4 prismatic diopters time base. This is because a lower prism power is generally more comfortable for the patient and the time base is typically used to help with convergence issues, which can improve comfort while reading.",B,"A prescrição de lentes esferoprismáticas é comum para melhorar o conforto durante a leitura em pacientes com visão subnormal. A base nasal é geralmente preferida para a prescrição de prismas, pois ajuda a convergir os olhos para a leitura próxima. Portanto, 4 dioptrias prismáticas base nasal seria a escolha mais adequada."
129,2022,Teórica II,Farmacologia,,O método de Credé utiliza colírio de nitrato de prata em qual concentração? a) 1%. b) 5%. c) 10%. d) 20%.,The Credé method uses silver nitrate eye drops at what concentration? to 1%. b) 5%. c) 10%. d) 20%.,A,A,The Credé method uses silver nitrate eye drops at a concentration of 1%.,a,O método de Credé utiliza colírio de nitrato de prata em uma concentração de 1%.
130,2022,Teórica II,Farmacologia,,"Qual das drogas de uso tópico, abaixo, é a mais indicada para o tratamento inicial de ceratite fúngica causada por Fusarium? a) Terbinafina. b) Natamicina. c) Miconazol. d) Anfotericina B.","
Which of the topical drugs below is most indicated for the initial treatment of fungal keratitis caused by Fusarium? a) Terbinafine. b) Natamycin. c) Miconazole. d) Amphotericin B.",B,B,Natamycin is the most commonly used topical medication for the initial treatment of fungal keratitis caused by Fusarium.,B,Natamicina é o medicamento de escolha para o tratamento inicial de ceratite fúngica causada por Fusarium.
131,2022,Teórica II,Farmacologia,,"Assinale a alternativa correta com relação ao transplante penetrante de córnea realizado em crianças abaixo de dois anos de idade. a) Tipicamente, a cicatrização entre o leito e o enxerto ocorre mais lentamente do que no adulto. b) A incidência de rejeição é significativamente menor que a observada nos transplantes de adultos. c) Em um pós-operatório sem intercorrências, a remoção das suturas deve ocorrer mais precocemente do que nos adultos. d) Geralmente são utilizados enxertos grandes, com mais de 10 mm de diâmetro.","Mark the correct alternative regarding penetrating corneal transplantation performed in children under two years of age. a) Typically, healing between the bed and the graft occurs more slowly than in adults. b) The incidence of rejection is significantly lower than that observed in adult transplants. c) In an uneventful postoperative period, suture removal should occur earlier than in adults. d) Generally, large grafts with more than 10 mm in diameter are used.
",C,A,Healing between the bed and the graft occurs more slowly in children under two years of age than in adults. This is due to the fact that the immune system and healing processes in children are not as developed as in adults.,A,A cicatrização em crianças é geralmente mais lenta do que em adultos devido à imaturidade do sistema imunológico e à maior tendência à inflamação e rejeição do enxerto.
132,2022,Teórica II,Córnea,,"Assinale a alternativa correta com relação ao transplante de córnea lamelar posterior pela técnica ""DSEK"" (Descemet Stripping Endothelial Keratoplasty): a) Imediatamente após a cirurgia o paciente deve permanecer em decúbito ventral por cerca de vinte a trinta minutos. b) Apenas endotélio e membrana de Descemet são enxertados no olho receptor. c) Ceratite lamelar difusa (também conhecida como ""síndrome das areias do Saara""), é uma complicação desse procedimento. d) A presença da lamela corretamente posicionada provavelmente induzirá grau esférico positivo que se somará à refração prévia do paciente (""shift hipermetrópico"").","Mark the correct alternative regarding posterior lamellar corneal transplantation using the ""DSEK"" technique (Descemet Stripping Endothelial Keratoplasty): a) Immediately after the surgery, the patient must remain in the prone position for about twenty to thirty minutes. b) Only endothelium and Descemet's membrane are grafted into the recipient eye. c) Diffuse lamellar keratitis (also known as ""sands of the Sahara syndrome""), is a complication of this procedure. d) The presence of a correctly positioned lamella will probably induce a positive spherical degree that will be added to the patient's previous refraction (""hypermetropic shift"").",D,B,"In Descemet Stripping Endothelial Keratoplasty (DSEK), only the endothelium and Descemet's membrane are transplanted into the recipient's eye. The other options are incorrect. The patient does not need to remain in a prone position after surgery, diffuse lamellar keratitis is not a complication of this procedure, and a correctly positioned lamella will not induce a positive spherical degree.",B,"A técnica DSEK envolve o transplante de endotélio e membrana de Descemet no olho receptor, o que torna a opção B correta. As outras opções são incorretas: a opção A é falsa porque o paciente não precisa ficar em decúbito ventral após a cirurgia; a opção C é falsa porque a ceratite lamelar difusa não é uma complicação comum deste procedimento; e a opção D é falsa porque a presença da lamela corretamente posicionada não induzirá grau esférico positivo."
133,2022,Teórica II,Córnea,,"Paralisia do quinto nervo craniano pode desencadear na córnea, mais comumente: a) Úlcera neurotrófica. b) Endotelite disciforme. c) Ceratite de exposição. d) Ceratite intersticial.","Paralysis of the fifth cranial nerve can trigger in the cornea, most commonly: a) Neurotrophic ulcer. b) Disciform endothelitis. c) Exposure keratitis. d) Interstitial keratitis.",A,A,"Paralysis of the fifth cranial nerve, also known as trigeminal nerve, can lead to a neurotrophic ulcer. This is because the trigeminal nerve provides sensation to the face and mucous membranes in the mouth and throat. When it's paralyzed, it can lead to loss of corneal sensation and subsequently, a neurotrophic ulcer.",A,"A paralisia do quinto nervo craniano, também conhecida como paralisia do nervo trigêmeo, pode levar a uma úlcera neurotrófica na córnea. Isso ocorre porque o nervo trigêmeo é responsável pela sensibilidade da córnea e, quando danificado, pode levar a uma diminuição da sensibilidade corneana, resultando em úlcera neurotrófica."
134,2022,Teórica II,Córnea,,"Com relação à distrofia endotelial congênita e hereditária da córnea, é correto afirmar: a) O padrão de transmissão mais comum é o autossômico dominante. b) A maioria dos pacientes apresenta nistagmo associado e, raramente, glaucoma. c) Os pacientes costumam apresentar intensa fotofobia e epífora imediatamente após o nascimento. d) Geralmente é unilateral, com aumento progressivo da opacidade da córnea a partir do nascimento.","Regarding congenital and hereditary corneal endothelial dystrophy, it is correct to state: a) The most common pattern of transmission is the dominant autosomal one. b) Most patients have associated nystagmus and, rarely, glaucoma. c) Patients usually present with intense photophobia and epiphora immediately after birth. d) It is usually unilateral, with progressive increase in corneal opacity from birth onwards.
",B,A,"Congenital and hereditary corneal endothelial dystrophy is most commonly transmitted in an autosomal dominant pattern. The other options are incorrect. It is not usually associated with nystagmus or glaucoma, patients do not typically present with intense photophobia and epiphora immediately after birth, and it is not usually unilateral.",C,"A distrofia endotelial congênita e hereditária da córnea é uma condição que se manifesta desde o nascimento e é caracterizada por intensa fotofobia e epífora. As outras opções são incorretas: a transmissão é geralmente autossômica recessiva, não dominante (A); nistagmo e glaucoma não são comumente associados a esta condição (B); e a condição é geralmente bilateral, não unilateral (D)."
135,2022,Teórica II,Córnea,,"Em paciente com ceratopatia bolhosa e edema de córnea secundário à insuficiência endotelial, qual dos produtos de uso tópico, dentre os abaixo, deve ser evitado?
a)Hialuronato de sódio.
b)Cloreto de sódio.
c)Inibidores da anidrase carbônica.
d)Ciclopentolato.","In a patient with bullous keratopathy and corneal edema secondary to endothelial insufficiency, which of the following topical products should be avoided?
a) Sodium hyaluronate.
b) Sodium chloride.
c) Inhibitors of carbonic anhydrase.
d) Cyclopentolate.",C,C,"Inhibitors of carbonic anhydrase should be avoided in patients with bullous keratopathy and corneal edema secondary to endothelial insufficiency. These drugs can exacerbate corneal edema, worsening the patient's condition.",C,"Inibidores da anidrase carbônica podem agravar o edema da córnea em pacientes com insuficiência endotelial, portanto, devem ser evitados."
136,2022,Teórica II,Córnea,,"Infestação palpebral pelo Phtirus pubis, pode ser tratada, preferencialmente, com qual das opções abaixo?

a)Doxiciclina via oral.
b)Xampu a base de óleo de melaleuca (tea tree oil).
c)Múltiplas sessões de aplicação de luz pulsada regulada, de alta intensidade (IRPL), na região periocular.
d)Ivermectina via oral.","Palpebral infestation by Phtirus pubis, can be preferably treated with which of the options below?

a) Doxycycline orally.
b) Tea tree oil-based shampoo.
c) Multiple sessions of application of high-intensity regulated pulsed light (IRPL) in the periocular region.
d) Ivermectin orally. 
d) Cyclopentolate.",D,B,"Phtirus pubis, also known as pubic lice, can be treated with topical treatments such as tea tree oil-based shampoo. The other options are not typically used for this type of infestation.",D,"A infestação palpebral pelo Phtirus pubis, também conhecida como piolho pubiano, é mais comumente tratada com Ivermectina oral. As outras opções não são tão eficazes para este tipo de infestação."
137,2022,Teórica II,Córnea,,"Com relação às manifestações das conjuntivites, é correto afirmar:
a)Na ceratoconjuntivite vernal, a hipertrofia papilar ocorre frequentemente tanto na conjuntiva tarsal superior quanto na inferior, com aspecto e intensidade semelhantes.
b)Na conjuntivite papilar gigante secundária ao uso de próteses oculares, lentes de contato e fios de sutura, raramente a conjuntiva tarsal inferior apresenta hipertrofia papilar.
c)Na dermatoceratoconjuntivite atópica a hipertrofia papilar ocorre caracteristicamente na conjuntiva tarsal superior.
d)Conjuntivite alérgica perene frequentemente desenvolve papilas, localizadas geralmente na conjuntiva tarsal superior, com diâmetro superior a um milímetro.","Regarding the manifestations of conjunctivitis, it is correct to state:
a) In vernal keratoconjunctivitis, papillary hypertrophy often occurs in both the upper and lower tarsal conjunctiva, with similar appearance and intensity.
b) In giant papillary conjunctivitis secondary to the use of ocular prostheses, contact lenses and suture threads, the lower tarsal conjunctiva rarely presents papillary hypertrophy.
c) In atopic dermatokeratoconjunctivitis, papillary hypertrophy characteristically occurs in the upper tarsal conjunctiva.
d) Perennial allergic conjunctivitis often develops papillae, usually located in the upper tarsal conjunctiva, with a diameter greater than one millimeter.",B,C,Atopic dermatokeratoconjunctivitis is characterized by papillary hypertrophy in the upper tarsal conjunctiva. The other options are incorrect as they misrepresent the locations and conditions of papillary hypertrophy in different types of conjunctivitis.,C,"Na dermatoceratoconjuntivite atópica, a hipertrofia papilar ocorre caracteristicamente na conjuntiva tarsal superior. Isso é uma característica comum dessa condição."
138,2022,Teórica II,Córnea,,"Com relação às conjuntivites adenovirais, é correto afirmar:
a)A remoção de pseudomembranas está associada a maior risco de formação de simbléfaro e por isso deve ser evitada.
b)Uso de corticosteroides tópicos de baixa concentração está indicado para prevenção do aparecimento de pseudomembranas, e por isso, eles são prescritos logo após o início dos sintomas.
c)Corticosteroides tópicos, utilizados na fase aguda, favorecem replicação viral com aumento da carga viral na superfície ocular.
d)Estudos controlados demonstraram eficácia do uso do cetorolaco 0,5% na fase aguda da conjuntivite para alívio dos sintomas, com redução da duração do período de contágio, em comparação ao uso de colírios lubrificantes.","Regarding adenoviral conjunctivitis, it is correct to state:
a) The removal of pseudomembranes is associated with a higher risk of symblepharon formation and therefore should be avoided.
b) Use of low-concentration topical corticosteroids is indicated to prevent the appearance of pseudomembranes, and therefore, they are prescribed soon after the onset of symptoms.
c) Topical corticosteroids, used in the acute phase, favor viral replication with increased viral load on the ocular surface.
d) Controlled studies have shown the effectiveness of using ketorolac 0.5% in the acute phase of conjunctivitis to relieve symptoms, with a reduction in the duration of the contagion period, compared to the use of lubricating eye drops.",C,C,"Topical corticosteroids, when used in the acute phase of adenoviral conjunctivitis, can indeed favor viral replication and increase the viral load on the ocular surface. This is because corticosteroids suppress the immune response, allowing the virus to proliferate.",C,"Topical corticosteroids, when used in the acute phase, favor viral replication with an increase in the viral load on the ocular surface. This is because corticosteroids can suppress the immune system, allowing the virus to multiply more easily."
139,2022,Teórica II,Córnea,,"Considerando os transplantes de córnea realizados com finalidade óptica, qual a associação mais adequada?

I. Distrofia de Fuchs.
II. Distrofia granular.
III. Opacidade após hidrópsia.
IV. Ceratopatia bolhosa.

A- Indicação para realização de transplante lamelar posterior.
B- Contraindicação para a realização de transplante lamelar anterior profundo.
C- Contraindicação para realização de transplante lamelar anterior superficial.
D- Indicação para a realização de transplante lamelar anterior profundo.

a)I: A, II: B, III: D, IV: C.
b)I: B, II: D, III: C, IV: A.
c)I: C, II: A, III: D, IV: B.
d)I: D, II: C, III: A, IV: B.","Considering corneal transplants performed for optical purposes, what is the most appropriate association?

I. Fuchs dystrophy.
II. granular dystrophy.
III. Opacity after hydrops.
IV. bullous keratopathy.

A- Indication for posterior lamellar transplantation.
B- Contraindication for performing a deep anterior lamellar transplant.
C- Contraindication for performing a superficial anterior lamellar transplant.
D- Indication for deep anterior lamellar transplantation.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.",B,A,Fuchs dystrophy and bullous keratopathy are indications for posterior lamellar transplantation. Granular dystrophy is a contraindication for performing a deep anterior lamellar transplant. Opacity after hydrops is an indication for deep anterior lamellar transplantation.,A,A distrofia de Fuchs é uma indicação para a realização de transplante lamelar posterior. A distrofia granular é uma contraindicação para a realização de transplante lamelar anterior profundo. A opacidade após hidrópsia é uma indicação para a realização de transplante lamelar anterior profundo. A ceratopatia bolhosa é uma contraindicação para a realização de transplante lamelar anterior superficial.
140,2022,Teórica II,Córnea,,"Com relação ao herpes zoster oftálmico, é correto afirmar:
a)No tratamento de pacientes adultos imunocompetentes quando realizado com o valaciclovir, é utilizada a dose total diária de 3 g.
b)A endotelite disciforme, seguida da úlcera neurotrófica, são as duas manifestações clínicas mais frequentes do comprometimento da córnea, considerando os dois primeiros meses após o início da infecção.
c)O sinal de Hutchinson indica comprometimento dos ramos maxilar e mandibular do nervo trigêmeo e sinaliza aumento de probabilidade do acometimento ocular durante a infecção.
d)Um único dermátomo será acometido numa mesma ocorrência da infecção.","Regarding ophthalmic herpes zoster, it is correct to state:
a) In the treatment of immunocompetent adult patients when performed with valaciclovir, a total daily dose of 3 g is used.
b) Disciform endothelitis, followed by neurotrophic ulcer, are the two most frequent clinical manifestations of corneal involvement, considering the first two months after the onset of infection.
c) Hutchinson's sign indicates involvement of the maxillary and mandibular branches of the trigeminal nerve and indicates an increased probability of ocular involvement during infection.
d) A single dermatome will be affected in the same occurrence of the infection.",A,D,"Herpes zoster ophthalmicus is a reactivation of the varicella-zoster virus within the ophthalmic division of the trigeminal nerve. It typically affects only a single dermatome, so option D is correct. Hutchinson's sign (option C) is indicative of nasal tip involvement, not the maxillary and mandibular branches. The treatment dose for valaciclovir (option A) is typically 1g three times daily, not a total of 3g. Disciform endothelitis and neurotrophic ulcer are not the most frequent clinical manifestations (option B).",D,"Herpes zoster oftálmico typically affects only one dermatome at a time during an infection. The Hutchinson's sign indicates involvement of the ophthalmic division of the trigeminal nerve, not the maxillary and mandibular branches. Endothelial disciform keratitis and neurotrophic ulcer are not the most common clinical manifestations of corneal involvement. The daily dose of valacyclovir for immunocompetent adults is not 3g."
141,2022,Teórica II,Cirurgia Refrativva,,"Em relação aos exames pré-operatórios em cirurgia refrativa, assinale a alternativa correta.
a)A topografia de disco de Plácido gera o mapa paquimétrico ou de espessura corneana.
b)A topografia de disco de Plácido e o sistema de Scheimpflug são capazes de gerar tanto os mapas axiais como os tangenciais da córnea.
c)Os mapas gerados pela topografia de disco de Plácido são derivados da reflexão da face anterior e posterior da córnea.
d)O sistema de Scheimpflug avalia a curvatura anterior, o mapa de espessura, mas não a face posterior.","Regarding preoperative exams in refractive surgery, mark the correct alternative.
a) Placido disc topography generates the pachymetric or corneal thickness map.
b) Placido's disc topography and the Scheimpflug system are capable of generating both axial and tangential maps of the cornea.
c) The maps generated by Plácido's disk topography are derived from the reflection of the anterior and posterior surface of the cornea.
d) The Scheimpflug system evaluates the anterior curvature, the thickness map, but not the posterior face.",B,B,"Placido's disc topography and the Scheimpflug system are both capable of generating axial and tangential maps of the cornea. The other options are incorrect because Placido disc topography does not generate a pachymetric map (A), it does not derive maps from the reflection of both the anterior and posterior surface of the cornea (C), and the Scheimpflug system can evaluate the posterior face (D).",B,"A topografia do disco de Plácido e o sistema de Scheimpflug são capazes de gerar tanto os mapas axiais quanto os tangenciais da córnea. A opção A está errada porque a topografia do disco de Plácido não gera o mapa paquimétrico. A opção C está errada porque os mapas gerados pela topografia do disco de Plácido são derivados apenas da reflexão da face anterior da córnea. A opção D está errada porque o sistema de Scheimpflug avalia tanto a curvatura anterior quanto a posterior da córnea, além do mapa de espessura."
142,2022,Teórica II,Cirurgia Refrativa,,"Qual das condições abaixo tem seu risco aumentado após cirurgia de LASIK?
a)Catarata.
b)Glaucoma.
c)Olho seco.
d)Descolamento de retina.","Which of the conditions below is at increased risk after LASIK surgery?
a) Cataract.
b) Glaucoma.
c) Dry eye.
d) retinal detachment.",C,C,"After LASIK surgery, patients are at an increased risk of developing dry eye. This is due to the procedure disrupting the corneal nerves responsible for tear production.",C,A cirurgia de LASIK pode aumentar o risco de olho seco. Isso ocorre porque o procedimento pode afetar a produção de lágrimas que mantêm os olhos úmidos.
143,2022,Teórica II,Lentes de Contato,,"Em relação ao uso de lente de contato terapêutica, assinale a alternativa correta.
a)As lentes de silicone-hidrogel potencializam a ação de medicamentos.
b)No caso de perfuração ocular a lente não deve ser utilizada sem a associação com adesivo tecidual ou sutura.
c)Nos casos de defeitos epiteliais a troca é diária.
d)Sua adaptação é realizada com maiores trocas que a habitual.","Regarding the use of therapeutic contact lenses, mark the correct alternative.
a) Silicone-hydrogel lenses potentiate the action of medications.
b) In the case of ocular perforation, the lens must not be used without association with tissue adhesive or suture.
c) In cases of epithelial defects, the change is daily.
d) Its adaptation is carried out with greater changes than usual.",A,B,"Therapeutic contact lenses are used to protect the cornea and promote healing in cases of ocular perforation. However, they should not be used alone without the association of tissue adhesive or suture to ensure the stability and integrity of the eye.",B,"In the case of an ocular perforation, a therapeutic contact lens should not be used without the association with a tissue adhesive or suture. This is because the lens alone may not be sufficient to seal the perforation and prevent further damage or infection."
144,2022,Teórica II,Lentes de Contato,,"Um paciente com a ceratometria de 44,00/48,00 optou por adaptação de lente de contato. Foi adaptada uma de curva base 45,00. É correto afirmar que:
a)A lente lacrimal formada será de +3,00 dioptrias, uma vez que a diferença entre o meridiano mais curvo da lente e a curva base corresponde a esse valor.
b)O conceito de K se aplica ao meridiano mais plano, e sua diferença com a curva base resulta em uma lente positiva de +1,00 dioptria.
c)O paciente com esse valor de ceratometria não poderia usar lentes de contato, uma vez que há ectasia corneana muito importante.
d)O valor do meridiano mais curvo da lente da córnea é chamado de K, e lentes adaptadas com curva base mais curva que K formam uma lente lacrimal com poder dióptrico de -1,00 Dioptria.","One patient with a keratometry of 44.00/48.00 opted for contact lens fitting. One with a base curve of 45.00 was adapted. It is correct to say that:
a) The lacrimal lens formed will be +3.00 diopters, since the difference between the most curved meridian of the lens and the base curve corresponds to this value.
b) The concept of K applies to the flattest meridian, and its difference with the base curve results in a positive lens of +1.00 diopter.
c) The patient with this keratometry value could not wear contact lenses, since there is very important corneal ectasia.
d) The value of the most curved meridian of the corneal lens is called K, and adapted lenses with a base curve more curved than K form a lacrimal lens with a dioptric power of -1.00 Diopter.",B,A,"The lacrimal lens is formed by the difference between the base curve of the contact lens and the most curved meridian of the cornea. In this case, the most curved meridian is 48.00 and the base curve of the contact lens is 45.00. The difference is +3.00 diopters, which is the power of the lacrimal lens.",D,"The value of the cornea's steepest meridian is called K, and lenses fitted with a base curve steeper than K form a tear lens with a dioptric power of -1.00 Diopter. This is because the base curve of the contact lens is steeper than the patient's corneal curvature, resulting in a negative tear lens."
145,2022,Teórica II,Lentes de Contato,,"Um paciente apresenta na refração estática -8,00 dioptria esferica em ambos os olhos e pretende utilizar lentes de contato. Com relação aos óculos, o grau da sua lente de contato será:
a)-7,50 Dioptrias.
b)-8,00 Dioptrias.
c)-8,50 Dioptrias.
d)Não é possível determinar a graduação da lente sem a realização da topografia de córnea.","A patient has a static refraction of -8.00 spherical dioptry in both eyes and intends to wear contact lenses. With regard to glasses, your contact lens prescription will be:
a)-7.50 Dioptres.
b)-8.00 Dioptres.
c)-8.50 Dioptres.
d) It is not possible to determine lens graduation without performing corneal topography.",A,A,"The prescription for contact lenses is usually slightly less than the prescription for glasses due to the proximity of the lens to the eye. Therefore, a -7.50 Dioptres prescription would be more appropriate for contact lenses for a patient with a -8.00 spherical dioptre refraction in both eyes.",A,"A graduação da lente de contato geralmente é ligeiramente menor do que a graduação dos óculos, especialmente para graus mais altos. Portanto, se a graduação dos óculos é de -8,00 dioptrias, a graduação da lente de contato provavelmente será de -7,50 dioptrias."
146,2022,Teórica II,Estrabismo,,"Com relação à exotropia intermitente, assinale a alternativa correta.
a)Exercícios ortópticos são contraindicados se houver insuficiência de convergência.
b)Resolve-se espontaneamente na grande maioria dos casos.
c)O tratamento com oclusão é contraindicado se não houver ambliopia.
d)O uso de lentes negativas (ou hipermetropização), proporciona melhor resultado se a relação convergência acomodativa/acomodação for alta.","
Regarding intermittent exotropia, mark the correct alternative.
a) Orthoptic exercises are contraindicated if there is insufficient convergence.
b) It resolves spontaneously in the vast majority of cases.
c) Treatment with occlusion is contraindicated if there is no amblyopia.
d) The use of negative lenses (or farsightedness) provides better results if the accommodative convergence/accommodation ratio is high.",D,D,"The use of negative lenses (or farsightedness) provides better results if the accommodative convergence/accommodation ratio is high. This is because these lenses can help to stimulate convergence, which can be beneficial in cases of intermittent exotropia where the convergence/accommodation ratio is high.",D,O uso de lentes negativas (ou hipermetropização) pode proporcionar melhores resultados em casos de exotropia intermitente se a relação convergência acomodativa/acomodação for alta. Isso ocorre porque essas lentes podem ajudar a estimular a convergência e melhorar o alinhamento dos olhos.
147,2022,Teórica II,Estrabismo,,"Entre os achados abaixo, qual está associado a função binocular sensorial considerada como a mais refinada:
a)Estereopsia.
b)Fusão binocular.
c)Diplopia.
d)Percepção macular simultânea.","Among the findings below, which one is associated with the sensory binocular function considered to be the most refined:
a) Stereopsis.
b) Binocular fusion.
c) Diplopia.
d) Simultaneous macular perception.",A,A,Stereopsis is the most refined sensory binocular function. It refers to the perception of depth and 3-dimensional structure obtained on the basis of visual information derived from two eyes by individuals with normally developed binocular vision.,A,"A estereopsia é a função binocular sensorial mais refinada. Ela permite a percepção de profundidade e a apreciação do espaço tridimensional, o que é mais complexo e refinado do que a fusão binocular, a diplopia ou a percepção macular simultânea."
148,2022,Teórica II,Estrabismo,,"Com relação à correspondência retiniana anômala, assinale a alternativa correta.
a)É um fenômeno de adaptação sensorial monocular.
b)É mais frequente nos desvios de pequeno ângulo.
c)É considerada fator protetor de diplopia no pós-operatório de cirurgia de estrabismo.
d)É considerada fator protetor de recidiva no pós-operatório de cirurgia de estrabismo.","Regarding the anomalous retinal correspondence, mark the correct alternative.
a) It is a phenomenon of monocular sensory adaptation.
b) It is more frequent in small angle deviations.
c) It is considered a protective factor for diplopia in the postoperative period of strabismus surgery.
d) It is considered a protective factor against recurrence in the postoperative period of strabismus surgery.",B,B,Anomalous retinal correspondence (ARC) is more common in small angle deviations. This is because the brain adapts to the misalignment of the eyes by creating a new correspondence between the fovea of the fixing eye and an extra-foveal point in the deviating eye.,C,"A correspondência retiniana anômala é considerada um fator protetor de diplopia no pós-operatório de cirurgia de estrabismo, pois permite ao cérebro interpretar as imagens de ambos os olhos como uma única imagem, mesmo quando os olhos não estão alinhados corretamente."
149,2022,Teórica II,Estrabismo,,"Qual das complicações abaixo é mais frequente após injeção de toxina botulínica no músculo reto medial?
a)Blefaroptose.
b)Hemorragia retrobulbar.
c)Midríase.
d)Miose.","Which of the following complications is most frequent after injection of botulinum toxin into the medial rectus muscle?
a) Blepharoptosis.
b) Retrobulbar hemorrhage.
c) Mydriasis.
d) Miosis.",A,A,"Blepharoptosis, or drooping of the eyelid, is the most common complication after injection of botulinum toxin into the medial rectus muscle. This is due to the spread of the toxin to the levator palpebrae superioris muscle, which is responsible for lifting the eyelid.",A,"Blepharoptosis, or drooping of the eyelid, is a common side effect of botulinum toxin injection into the medial rectus muscle. The other options are less commonly associated with this procedure."
150,2022,Teórica II,Estrabismo,,"Com relação à exotropia causada por baixa acuidade visual monocular (sensorial), assinale a alternativa correta.
a)Representa aproximadamente 2% de todos os casos de exotropia do adulto.
b)Prescrição de prismas é o tratamento de escolha.
c)Está associada, em geral, a estereopsia normal.
d)É comum o aumento do desvio com o passar do tempo.","Regarding exotropia caused by low monocular (sensory) visual acuity, mark the correct alternative.
a) It represents approximately 2% of all cases of adult exotropia.
b) Prescription of prisms is the treatment of choice.
c) It is usually associated with normal stereopsis.
d) It is common for the deviation to increase over time.",D,D,"Exotropia caused by low monocular (sensory) visual acuity is often progressive, meaning the deviation can increase over time. The other options are not typically associated with this condition.",D,"Exotropia sensorial é geralmente causada por baixa acuidade visual monocular e é comum que o desvio aumente com o passar do tempo. As outras opções são incorretas: não representa 2% de todos os casos de exotropia do adulto, a prescrição de prismas não é o tratamento de escolha e não está geralmente associada a estereopsia normal."
151,2022,Teórica II,Estrabismo,,"As posições viciosas da cabeça para compensar os estrabismos ocorrem mais frequentemente em qual dos desvios abaixo?
a)Parcialmente acomodativos.
b)Incomitantes.
c)Exotropia intermitente.
d)Comitantes.","Vicious head positions to compensate for strabismus occur most frequently in which of the following deviations?
a) Partially accommodative.
b) Incomitants.
c) Intermittent exotropia.
d) Commanders.",B,B,Incomitant strabismus is the type of strabismus where the degree of misalignment varies with the direction of gaze or with which eye is fixating. This often leads to abnormal head positions as the person tries to compensate for the misalignment.,D,"As posições viciosas da cabeça são mais frequentemente associadas a estrabismos comitantes, que são aqueles em que o desvio do olho é o mesmo, independentemente da direção do olhar."
152,2022,Teórica II,Estrabismo,,"Durante o teste de Maddox, colocou-se cilindros de Maddox diante dos olhos do paciente, sendo o vermelho diante do olho direito e o incolor diante do olho esquerdo, ambos orientados verticalmente. O paciente, ao observar um foco de luz puntiforme, informou ver a linha vermelha inclinada no sentido anti-horário (perspectiva do paciente). Ele apresenta mais provavelmente:
a)Inciclotorção do olho direito.
b)Exciclotorção do olho direito.
c)Inciclotorção do olho esquerdo.
d)Hiperfunção de músculo oblíquo superior esquerdo.","During the Maddox test, Maddox cylinders were placed in front of the patient's eyes, the red one in front of the right eye and the colorless one in front of the left eye, both vertically oriented. The patient, upon observing a point of light, reported seeing the red line tilted counterclockwise (patient's perspective). It most likely features:
a) Inciclotorsion of the right eye.
b) Excyclotorsion of the right eye.
c) Inciclotorsion of the left eye.
d) Hyperfunction of the left superior oblique muscle.",B,A,"The Maddox test is used to detect cyclotorsion of the eye. If the patient sees the red line tilted counterclockwise, it indicates incyclotorsion of the right eye, which is the eye in front of which the red Maddox cylinder was placed.",A,"O teste de Maddox é usado para detectar desalinhamentos oculares. Se o paciente vê a linha vermelha inclinada no sentido anti-horário, isso indica uma inciclotorção do olho direito."
