ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_portuguese_10,responses_spanish_0,responses_spanish_1,responses_spanish_2,responses_spanish_3,responses_spanish_4,responses_spanish_5,responses_spanish_6,responses_spanish_7,responses_spanish_8,responses_spanish_9,responses_spanish_10,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_english_10,responses_tagalog_0,responses_tagalog_1,responses_tagalog_2,responses_tagalog_3,responses_tagalog_4,responses_tagalog_5,responses_tagalog_6,responses_tagalog_7,responses_tagalog_8,responses_tagalog_9,responses_tagalog_10
11,2022,Teórica I,Anatomia,cataract,"Com relação ao cristalino, assinale a alternativa correta.
a)Embora seu volume aumente com a idade, seu peso mantém-se constante.
b)A proteólise de suas fibras é o principal mecanismo de seu crescimento celular.
c)A síntese de suas proteínas processa-se durante a diferenciação da célula em fibra.
d)Sua síntese proteica é continua ao longo da vida, mantendo plasticidade e elasticidade estáveis da infância ao envelhecimento.","Con respecto a la lente, marque la alternativa correcta.
a) Aunque su volumen aumenta con la edad, su peso permanece constante.
b) La proteólisis de sus fibras es el mecanismo principal de su crecimiento celular.
c) La síntesis de sus proteínas tiene lugar durante la diferenciación de la célula en fibra.
d) Su síntesis de proteínas es continua durante toda la vida, manteniendo la plasticidad y la elasticidad estables desde la infancia hasta el envejecimiento.","With regard to the lens, mark the correct alternative.
a) Although its volume increases with age, its weight remains constant.
b) The proteolysis of its fibers is the main mechanism of its cellular growth.
c) The synthesis of its proteins takes place during the differentiation of the cell into fiber.
d) Its protein synthesis is continuous throughout life, maintaining stable plasticity and elasticity from childhood to aging.","May kaugnayan sa lens, markahan ang tamang kahalili.
a) Bagaman ang pagtaas ng dami nito sa edad, ang timbang nito ay nananatiling pare -pareho.
b) Ang proteolysis ng mga hibla nito ay ang pangunahing mekanismo ng paglaki ng cellular nito.
c) Ang synthesis ng mga protina nito ay nagaganap sa panahon ng pagkita ng kaibahan ng cell sa hibla.
d) Ang synthesis ng protina nito ay patuloy sa buong buhay, na nagpapanatili ng matatag na plasticity at pagkalastiko mula sa pagkabata hanggang sa pagtanda.",C,d,C,A,a,d,b,D,C,D,a,a,A,a,b,a,c,d,a,a,b,b,D,B,a,d,B,b,A,c,d,D,d,d,b,b,a,C,C,A,c,a,b,A,A
12,2022,Teórica I,Anatomia,retina,"Paciente com artrose faz uso de altas doses de cloroquina há anos. Acredita-se que essa droga pode causar mau funcionamento do epitélio pigmentar retiniano, uma vez que:
a)Impede a síntese de melanina.
b)Impede a fagocitose dos discos dos segmentos externos dos fotorreceptores.
c)Impede o transporte de íons intracelulares.
d)Favorece a intensa troca de calor entre os fotorreceptores e a coroide.","Un paciente con artrosis ha estado usando altas dosis de cloroquina durante años.Se cree que este medicamento puede causar mal funcionamiento del epitelio de pigmento retiniano, ya que:
a) obstaculiza la síntesis de melanina.
b) obstaculiza la fagocitosis de los discos de los segmentos externos del fotorreceptor.
c) obstaculiza el transporte de iones intracelulares.
d) favorece el intercambio de calor entre los fotorreceptores y el coroides.","A patient with arthrosis has been using high doses of chloroquine for years. It is believed that this drug can cause malfunction of the retinal pigment epithelium, since:
a) It hinders the synthesis of melanin.
b) It hinders phagocytosis of the disks of the photoreceptor outer segments.
c) It hinders the transport of intracellular ions.
d) It favors intense heat exchange between the photoreceptors and the choroid.","Ang isang pasyente na may arthrosis ay gumagamit ng mataas na dosis ng chloroquine sa loob ng maraming taon.Ito ay pinaniniwalaan na ang gamot na ito ay maaaring maging sanhi ng pagkakamali ng retinal pigment epithelium, mula noong:
a) Pinipigilan nito ang synthesis ng melanin.
b) Pinipigilan nito ang phagocytosis ng mga disk ng mga segment na panlabas ng photoreceptor.
c) Pinipigilan nito ang transportasyon ng mga intracellular ion.
d) Pinapaboran nito ang matinding palitan ng init sa pagitan ng mga photoreceptors at choroid.",B,b,A,b,b,b,c,b,a,a,a,A,b,a,a,b,a,a,a,b,a,a,A,b,b,a,b,a,b,b,A,b,b,b,a,c,d,a,b,d,b,a,b,a,a
13,2022,Teórica I,Anatomia,retina,"Com relação ao fluxo sanguíneo na coroide, podemos afirmar:
a)É responsável por toda nutrição da retina.
b)É responsável por 95% da glicose consumida na parte interna da retina.
c)Participa da regulação térmica dos fotorreceptores.
d)Os esfíncteres pré-capilares previnem o hiperfluxo de sangue em áreas nobres como a mácula.","Con respecto al flujo sanguíneo en la coroides, es posible indicar:
a) Es responsable de toda nutrición de la retina.
b) Es responsable del 95% de la glucosa consumida en la parte interna de la retina.
c) Participa en la regulación térmica de los fotorreceptores.
d) Los esfínteres precapilares evitan el hiperflojo de la sangre en áreas nobles como la mácula.","Regarding the blood flow in the choroid, it is possible to state:
a) It is responsible for all nutrition of the retina.
b) It is responsible for 95% of the glucose consumed in the inner part of the retina.
c)Participates in the thermal regulation of photoreceptors.
d) The pre-capillary sphincters prevent the hyperflow of blood in noble areas such as the macula.","Tungkol sa daloy ng dugo sa choroid, posible na sabihin:
a) Ito ay may pananagutan para sa lahat ng nutrisyon ng retina.
b) Ito ay may pananagutan para sa 95% ng glucose na natupok sa panloob na bahagi ng retina.
c) nakikilahok sa thermal regulasyon ng mga photoreceptors.
d) Ang pre-capillary sphincters ay pumipigil sa hyperflow ng dugo sa mga marangal na lugar tulad ng macula.",C,b,A,d,d,c,B,C,A,D,D,b,b,b,D,B,A,d,b,b,a,d,d,a,b,b,d,b,b,b,d,b,B,A,B,c,b,b,b,a,A,a,b,b,b
14,2022,Teórica I,Embriologia,retina,"Sobre a embriologia da coroide, é correto afirmar:
a)A coriocapilar é a primeira a se formar, com posterior formação dos grandes vasos.
b)A lâmina basal dá origem à membrana de Bruch que se situa entre o coriocapilar e a camada de Sattler.
c)A camada vascular intermediária é a última a se formar e desenvolve-se do corpo ciliar em direção ao equador.
d)O estroma da coroide é essencialmente produzido a partir de células do mesoderma.","Respecto a la embriología de la coroides, es correcto afirmar que:
a) La coriocapilar es la primera en formarse, con posterior formación de los grandes vasos.
b) La lámina basal da lugar a la membrana de Bruch, que se sitúa entre los coriocapilares y la capa de Sattler.
c) La capa vascular intermedia es la última en formarse y se desarrolla desde el cuerpo ciliar hacia el ecuador.
d) El estroma coroideo se produce esencialmente a partir de células del mesodermo.","Regarding the embryology of the choroid, it is correct to state:
a) The choriocapillaris is the first to be formed, with subsequent formation of the great vessels.
b) The basal lamina originate the Bruch's membrane, which lies between the choriocapillaris and Sattler's layer.
c) The intermediate vascular layer is the last to form and develops from the ciliary body towards the equator.
d) The choroidal stroma is essentially produced from mesoderm cells.","Tungkol sa embryology ng choroid, tama ito sa estado:
a) Ang choriocapillaris ay ang unang nabuo, na may kasunod na pagbuo ng mahusay na mga sasakyang -dagat.
b) Ang basal lamina ay nagmula sa lamad ng Bruch, na namamalagi sa pagitan ng choriocapillaris at layer ni Sattler.
c) Ang intermediate vascular layer ay ang huling form at bubuo mula sa ciliary body patungo sa ekwador.
d) Ang choroidal stroma ay mahalagang ginawa mula sa mga cell ng mesoderm.",A,c,A,a,b,B,b,b,A,A,C,A,a,a,b,A,A,A,b,A,a,d,a,c,b,A,A,A,D,b,b,b,b,a,c,d,B,A,a,a,b,b,c,a,a
15,2022,Teórica I,Embriologia,retina,"Com relação à embriologia ocular, é correto afirmar:
a)O epitélio da córnea origina-se a partir das células da crista neural.
b)Ao nascimento, córnea e esclera apresentam o mesmo raio de curvatura.
c)A camada de Bowman surge entre o primeiro e o segundo mês de gestação.
d)A córnea desenvolve-se a partir da superfície ectodérmica e das células da crista neural.","Con respecto a la embriología ocular, es correcto establecer que:
a) El epitelio corneal surge de las células de la cresta neural.
b) Al nacer, la córnea y la esclera tienen el mismo radio de curvatura.
c) La capa de Bowman aparece entre el primer y el segundo mes de embarazo.
d) La córnea se desarrolla a partir de las células de la superficie ectodérmica y la cresta neural.","Regarding ocular embryology, it is correct to state:
a) Corneal epithelium arises from neural crest cells.
b) At birth, the cornea and sclera have the same curvature radius.
c) Bowman's layer appears between the first and second month of pregnancy.
d) The cornea develops from the ectodermal surface and neural crest cells.","Tungkol sa ocular embryology, tama ito sa estado:
a) Ang epithelium ng corneal ay nagmula sa mga neural crest cells.
b) Sa kapanganakan, ang kornea at sclera ay may parehong radius ng kurbada.
c) Ang layer ng Bowman ay lilitaw sa pagitan ng una at ikalawang buwan ng pagbubuntis.
d) Ang kornea ay bubuo mula sa ectodermal na ibabaw at neural crest cells.",D,D,d,d,A,d,a,D,b,A,d,d,D,A,a,a,d,a,b,a,A,A,A,d,D,a,a,"a, c",A,A,a,a,D,a,c,d,a,D,d,d,A,A,A,a,A
16,2022,Teórica I,Genética,,"Sobre as doenças de herança autossômica dominante, é correto afirmar:
a)Em geral, são observadas em várias gestações.
b)Os homens costumam ser mais afetados do que as mulheres.
c)A gravidade da doença é sempre a mesma entre as pessoas afetadas da mesma família.
d)Apenas as mulheres transmitem a mutação.","Con respecto a las enfermedades de herencia dominantes autosómicas, es correcto afirmar que:
a) En general, se observan en varias gestaciones.
b) Los hombres tienden a verse más afectados que las mujeres.
c) La gravedad de la enfermedad es siempre la misma entre las personas afectadas de la misma familia.
d) Solo las mujeres transmiten la mutación.","Regarding the autosomal dominant inheritance diseases, it is correct to state:
a) In general, they are observed in several gestations.
b) Men tend to be more affected than women.
c) The severity of the disease is always the same among affected people from the same family.
d) Only women transmit the mutation.","Tungkol sa mga autosomal na nangingibabaw na sakit sa mana, tama itong sabihin:
a) Sa pangkalahatan, sinusunod sila sa maraming mga gestation.
b) Ang mga kalalakihan ay may posibilidad na maging mas apektado kaysa sa mga kababaihan.
c) Ang kalubhaan ng sakit ay palaging pareho sa mga apektadong tao mula sa parehong pamilya.
d) Ang mga kababaihan lamang ang nagpapadala ng mutation.",A,A,a,a,A,a,a,a,b,b,b,a,d,a,a,a,a,A,A,A,B,C,a,a,A,a,A,a,A,a,d,A,A,a,a,d,a,c,B,c,a,c,A,a,A
17,2022,Teórica I,Genética,,"Sobre as doenças de padrão de herança mitocondrial, é correto afirmar:
a)Daltonismo é um exemplo de doença ligada ao DNA mitocondrial.
b)A herança ocorre apenas pela linhagem materna.
c)Pacientes do sexo masculino afetados pela doença, transmitirão o fenótipo para toda a prole.
d)A neuropatia óptica hereditária de Leber é um exemplo de doença ligada ao DNA mitocondrial, causa geralmente cegueira congênita e afeta na mesma proporção pacientes de ambos os sexos.","Con respecto a las enfermedades de la herencia mitocondrial, es correcto declarar:
a) El daltonismo es un ejemplo de una enfermedad relacionada con el ADN mitocondrial.
b) La herencia ocurre solo a través del linaje materna.
c) Los pacientes masculinos asistidos por la enfermedad transmitirán el fenotipo a todos los descendientes.
d) La neuropatía óptica hereditaria de Leber es un ejemplo de una enfermedad relacionada con el ADN mitocondrial, generalmente causa ceguera congénita y afecta a los pacientes de ambos sexos en la misma proporción.","Regarding mitochondrial inheritance diseases, it is correct to state:
a) Daltonism is an example of a disease linked to mitochondrial DNA.
b) Inheritance occurs only through maternal lineage.
c) Male patients assisted by the disease will transmit the phenotype to all offspring.
d) Leber's hereditary optic neuropathy is an example of a disease linked to mitochondrial DNA, it usually causes congenital blindness and affects patients of both sexes in the same proportion.","Tungkol sa mga sakit na pamana ng mitochondrial, tama ito sa estado:
a) Ang Daltonism ay isang halimbawa ng isang sakit na naka -link sa mitochondrial DNA.
b) Ang pamana ay nangyayari lamang sa pamamagitan ng linya ng ina.
c) Ang mga pasyente ng lalaki na tinulungan ng sakit ay magpadala ng phenotype sa lahat ng mga anak.
d) Ang namamana na optic neuropathy ng Leber ay isang halimbawa ng isang sakit na naka -link sa mitochondrial DNA, karaniwang nagiging sanhi ito ng pagkabulag ng congenital at nakakaapekto sa mga pasyente ng parehong kasarian sa parehong proporsyon.",B,A,A,c,a,D,d,d,d,d,a,a,B,d,A,b) La herencia ocurre solo a través del linaje materno.,b,b,d,D,d,a,A,"D, b",d,d,d,b,d,b,d,b,b,b,A,a,a,A,a,A,a,a,a,a,a
18,2022,Teórica I,Refração,,"Qual das lentes abaixo melhor corrige um astigmatismo miópico simples?
a)-3,00 dioptria esférica + 1,00 dioptria cilindrica X 90°.
b)+1,00 dioptria esférica -1,00 dioptria cilindrica X 90°.
c)-3,00 dioptria esférica + 3,00 dioptria cilindrica X 180°.
d)0,00 dioptria esférica +1,00 dioptria cilindrica X 180°.","¿Cuál de los siguientes lentes corrige mejor el astigmatismo miope simple?
a)-3,00 dioptría esférica + 1,00 dioptría cilíndrica X 90°.
b)+1,00 dioptría esférica -1,00 dioptría cilíndrica X 90°.
c)-3,00 dioptría esférica + 3,00 dioptría cilíndrica X 180°.
d)0,00 dioptría esférica +1,00 dioptría cilíndrica X 180°.","Which of the lenses below best corrects simple myopic astigmatism?
a)-3.00 spherical diopter + 1.00 cylindrical diopter X 90°.
b) +1.00 spherical diopter -1.00 cylindrical diopter X 90°.
c)-3.00 spherical diopter + 3.00 cylindrical diopter X 180°.
d) 0.00 spherical diopter +1.00 cylindrical diopter X 180°.","Alin sa mga lente sa ibaba ang pinakamahusay na pagwawasto ng simpleng myopic astigmatism?
a) -3.00 spherical diopter + 1.00 cylindrical diopter x 90 °.
b) +1.00 spherical diopter -1.00 cylindrical diopter x 90 °.
c) -3.00 spherical diopter + 3.00 cylindrical diopter x 180 °.
d) 0.00 spherical diopter +1.00 cylindrical diopter x 180 °.",C,a,B,B,b,a,a,a,a,a,b,a,a,b,a,a,a,a,a,b,A,a,a,A,a,a,a,A,a,A,a,c,a,d,a,a,b,a,a,a,a,a,a,a,a
19,2022,Teórica I,Refração,,"Qual é a distância focal do círculo de menor confusão no conoide de Sturm de uma lente esferocilíndrica de +1,00 DE +2,00 DC X 180°?
a)0 metros.
b)0,5 metros.
c)1 metros.
d)2 metros.","¿Cuál es la distancia focal del círculo de menor confusión en el conoide de Sturm de una lente esferocilíndrica de +1,00 DE +2,00 DC X 180°?
a)0 metros.
b) 0,5 metros.
c)1 metros.
d) 2 metros.","What is the focal length of the circle of least confusion on Sturm's conoid of a +1.00 OD +2.00 DC X 180° spherocylindrical lens?
a) 0 m.
b) 0.5 m.
c) 1 m.
d) 2 m.","Ano ang focal haba ng bilog ng hindi bababa sa pagkalito sa conoid ng Sturm ng A +1.00 OD +2.00 dc x 180 ° spherocylindrical lens?
a) 0 m.
b) 0.5 m.
c) 1 m.
d) 2 m.",B,b,b,b,a,a,c,b,c,c,c,A,c,c,b,c,b,B,c,c,c,c,d,b,b,b,b,b,b,c,a,c,b,a,b,d,c,c,c,b,a,a,a,a,a
20,2022,Teórica I,Refração,,"Um ponto objetivo situado a dois metros de uma lente convexa de 2 DE forma um ponto imagem a que distância da lente?
a)2,0 m.
b)1,5 m.
c)0,67 m.
d)0,4 m.","Un punto objetivo situado a dos metros de una lente convexa 2 DE forma un punto de imagen ¿a qué distancia de la lente?
a) 2,0 metros.
b) 1,5 metros.
c) 0,67 metros.
d) 0,4 m.","An objective point located two meters from a 2 DE convex lens forms an image point at what distance from the lens?
a)2.0 m.
b)1.5 m.
c)0.67 m.
d)0.4 m.","Ang isang layunin na punto na matatagpuan dalawang metro mula sa isang 2 de convex lens ay bumubuo ng isang punto ng imahe sa anong distansya mula sa lens?
a) 2.0 m.
b) 1.5 m.
c) 0.67 m.
d) 0.4 m.",C,d,A,C,a,a,d,A,c,A,a,B,d,c,c,b,a,c,A,a,b,a,C,A,c,c,a,a,b,A,A,C,b,d,d,A,b,d,c,c,a,b,a,a,d
21,2022,Teórica I,Refração,,"Qual dos valores abaixo em logaritmo decimal (logMAR) corresponde a acuidade visual normal (1,0)?
a)-1.
b)0.
c)1.
d)2.","¿Cuál de los siguientes valores en el logaritmo decimal (logMar) corresponde a la agudeza visual normal (1.0)?
a 1.
b) 0.
c) 1.
d) 2.","Which of the following values ​​in decimal logarithm (logMAR) corresponds to normal visual acuity (1.0)?
to 1.
b)0.
c)1.
d)2.","Alin sa mga sumusunod na halaga sa Decimal Logarithm (LogMAR) ang tumutugma sa normal na visual acuity (1.0)?
hanggang 1.
b) 0.
c) 1.
d) 2.",B,c,a,c,b,b,c,a,c,b,a,c,c,c,c,c,d,c,a,d,d,d,a,a,c,a,a,A,a,a,a,b,a,a,a,a,a,a,a,a,a,A,b,A,A
22,2022,Teórica I,Refração,,"Qual o efeito óptico decorrente da interpolação de dois filtros polaroides perpendiculares entre si?
a)Transmissão reduzida em 50%.
b)Transmissão ampliada em 50%.
c)Ausência de transmissão luminosa.
d)Nenhuma perda de energia luminosa.","¿Cuál es el efecto óptico resultante de la interpolación de dos filtros polaroides perpendiculares entre sí?
a) Transmisión reducida en un 50%.
b) Transmisión ampliada en un 50%.
c) Ausencia de transmisión luminosa.
D) Sin pérdida de energía luminosa.","What is the optical effect resulting from the interpolation of two polaroid filters perpendicular to each other?
a) Transmission is reduced by 50%.
b) Transmission is increased by 50%.
c) Absence of light transmission.
d)No loss of light energy.","Ano ang optical effect na nagreresulta mula sa paghihiwalay ng dalawang polaroid filter na patayo sa bawat isa?
a) Ang paghahatid ay nabawasan ng 50%.
b) Ang paghahatid ay nadagdagan ng 50%.
c) kawalan ng light transmission.
d) Walang pagkawala ng magaan na enerhiya.",C,a,a,a,a,a,a,a,a,a,a,a,C,a,b,a,c,a,b,a,a,a,a,b,A,b,c,a,a,a,c,C,c,c,C,c,c,c,D,c,c,C,c,c,c
23,2022,Teórica I,Refração,,"Em qual dos materiais abaixo a velocidade da luz é a menor?
a)Ar.
b)Diamante.
c)Vidro.
d)A velocidade da luz é constante independente do meio.","¿En cuál de los materiales es la velocidad de la luz más baja?
a) aire.
b) diamante.
c) vidrio.
d) La velocidad de la luz es constante independientemente del medio.","In which of the materials is the speed of light the lowest?
a) Air.
b) Diamond.
c) Glass.
d) The speed of light is constant regardless of the medium.","Sa alin sa mga materyales ang bilis ng ilaw ang pinakamababa?
a) hangin.
b) brilyante.
c) Salamin.
d) Ang bilis ng ilaw ay pare -pareho anuman ang daluyan.",B,d,d,d,d,c,d,a,d,d,d,d,d,d,d,d,d,d,D,d,d,d,d,d,d,a,d,A,d,d,d,a,a,d,A,a,a,a,a,b,b,A,a,a,A
24,2022,Teórica I,Refração,,"Assinale a alternativa que corresponde a uma reflexão de um espelho convexo.
a)Ceratoscopia com disco de Plácido.
b)Espelho de barbear.
c)Espelho do dentista.
d)Farol refletor.","Marque la alternativa que corresponde a un reflejo de un espejo convexo.
a) queratoscopia con disco placido.
b) Espejo de afeitar.
c) Mirror del dentista.
d) Lechas de faro reflector.","Mark the alternative that corresponds to a reflection from a convex mirror.
a) Keratoscopy with Placido disc.
b) Shaving mirror.
c) Dentist's mirror.
d) Reflector headlamp.","Markahan ang kahalili na tumutugma sa isang salamin mula sa isang salamin ng convex.
a) Keratoscopy na may placido disc.
b) Pag -ahit ng salamin.
c) salamin ng dentista.
d) headlamp ng reflector.",A,A,a,a,A,A,A,A,a,a,A,a,A,a,a,D,A,a,c,d,a,a,d,e,A,A,A,C,A,C,a,b,A,A,A,A,a,c,a,a,a,a,A,A,C
25,2022,Teórica I,Refração,,"Uma lente convergente foca a luz proveniente de uma fonte situada a 1 m a uma distância de 50 cm. Qual o poder desta lente?
a)+ 1 dioptria.
b)+ 2 dioptria.
c)+ 3 dioptria.
d)+ 4 dioptria.","Una lente convergente enfoca la luz desde una fuente a 1 m a una distancia de 50 cm.¿Qué tan poderosa es esta lente?
a) + 1 diopter.
b) + 2 diopter.
c) + 3 diopter.
d) + 4 diopter.","
A converging lens focuses light from a source 1 m away at a distance of 50 cm. How powerful is this lens?
a) + 1 diopter.
b) + 2 diopter.
c) + 3 diopter.
d) + 4 diopter.","Ang isang nagko -convert na lens ay nakatuon ng ilaw mula sa isang mapagkukunan 1 m ang layo sa layo na 50 cm.Gaano kalakas ang lens na ito?
a) + 1 diopter.
b) + 2 diopter.
c) + 3 diopter.
d) + 4 diopter.",C,a,C,a,A,b,d,b,a,c,c,a,a,c,c,a,d,b,D,c,a,C,A,d,a,d,B,c,A,b,a,c,a,A,a,d,b,a,a,A,a,a,a,a,a
26,2022,Teórica I,Refração,,"Se fossemos medir o poder focal imagem da face posterior da córnea após sua retirada do globo ocular, teríamos um valor ao redor de (considere a curvatura anterior da córnea 7,7 mm; a curvatura posterior da córnea 6,8 mm; o índice de refração do estroma corneano 1,376 e o índice de refração do ar 1,00):
a)+ 5,00 Dioptrias.
b)0,00 Dioptrias.
c)- 5,00 Dioptrias.
d)- 55,00 Dioptrias.","Si tuviéramos que medir la imagen de potencia focal de la superficie posterior de la córnea después de su extracción del globo ocular, tendríamos un valor alrededor (considérese la curvatura anterior de la córnea de 7,7 mm; la curvatura posterior de la córnea de 6,8 mm; la índice de refracción del estroma corneal 1,376 y el índice de refracción del aire 1,00):
a)+ 5,00 Dioptrías.
b)0,00 dioptrías.
c)- 5,00 Dioptrías.
d)- 55,00 Dioptrías.","If we were to measure the focal power of the image of the posterior surface of the cornea after its removal from the eyeball, we would have a value around (consider the anterior curvature of the cornea 7.7 mm; the posterior curvature of the cornea 6.8 mm; the index of corneal stroma refraction 1.376 and the refractive index of air 1.00):
a) + 5.00 Dioptres.
b) 0.00 Dioptres.
c)- 5.00 Dioptres.
d)- 55.00 Dioptres.","Kung susukat natin ang focal power ng imahe ng posterior na ibabaw ng kornea pagkatapos ng pagtanggal nito mula sa eyeball, magkakaroon tayo ng halaga sa paligid (isaalang -alang ang anterior curvature ng cornea 7.7 mm; ang posterior curvature ng kornea 6.8 mm; ang index ng corneal stroma refraction 1.376 at ang refractive index ng hangin 1.00):
a) + 5.00 dioptres.
b) 0.00 dioptres.
c)- 5.00 dioptres.
d)- 55.00 dioptres.",D,a,c,c,c,c,a,a,c,a,a,a,A,a,A,d,a,a,a,a,a,A,d,c,a,A,d,d,a,C,A,c,a,a,d),C,A,a,c,b,b,d) -55.00 dioptres,c,d),c
27,2022,Teórica I,Refração,,"Ao reduzirmos a prescrição do cilindro em um paciente que não se adaptou a seus óculos com a seguinte prescrição -1,50 Diotria esferica < > -3,50 dioptria cilindrica X 180°, uma possível prescrição mantendo o equivalente esférico é:
a)- 2,50 dioptria esferica < > -2,50 dioptria cilindrica X 180°.
b)+1,50 dioptria esferica < > -2,50 dioptria cilindrica X 180°.
c)-4,50 dioptria esferica < > +2,50 dioptria cilindrica X 90°.
d)-2,50 dioptria esferica < > +3,00 dioptria cilindrica X 90°.","Al reducir la prescripción del cilindro en un paciente que no se ha adaptado a sus gafas con la siguiente prescripción -1.50 dioptría esférica < > -3.50 dioptría cilíndrica X 180°, una posible prescripción manteniendo el equivalente esférico es:
a)- 2,50 dioptrías esféricas < > -2,50 dioptrías cilíndricas X 180°.
b)+1,50 dioptría esférica < > -2,50 dioptría cilíndrica X 180°.
c) -4,50 dioptrías esféricas < > +2,50 dioptrías cilíndricas X 90°.
d)-2,50 dioptría esférica < > +3,00 dioptría cilíndrica X 90°.","When reducing the cylinder prescription in a patient who did not adapt to his glasses with the following prescription -1.50 spherical diopter < > -3.50 cylindrical diopter X 180°, a possible prescription maintaining the spherical equivalent is:
a)- 2.50 spherical diopter < > -2.50 cylindrical diopter X 180°.
b) +1.50 spherical diopter < > -2.50 cylindrical diopter X 180°.
c) -4.50 spherical diopter < > +2.50 cylindrical diopter X 90°.
d) -2.50 spherical diopter < > +3.00 cylindrical diopter X 90°","Kapag binabawasan ang reseta ng silindro sa isang pasyente na hindi umangkop sa kanyang baso na may sumusunod na reseta -1.50 spherical diopter <> -3.50 cylindrical diopter x 180 °, isang posibleng reseta na nagpapanatili ng spherical katumbas ay:
a) - 2.50 spherical diopter <> -2.50 cylindrical diopter x 180 °.
b) +1.50 spherical diopter <> -2.50 cylindrical diopter x 180 °.
c) -4.50 spherical diopter <> +2.50 cylindrical diopter x 90 °.
d) -2.50 spherical diopter <> +3.00 cylindrical diopter x 90 °",B,a,a,c,b,b,a,d,A,a,a,c,c,a,a,A,"b) +1,50 dioptría esférica < > -2,50 dioptría cilíndrica X 180°.",a,a,c,a,b,a,c,a,b,B,a,b,a,b) +1.50 spherical diopter < > -2.50 cylindrical diopter X 180°.,b,a,a,A,a,c,c,a,b,c,A,b,a,a
28,2022,Teórica I,Refração,,"Um raio de luz sofre desvio de 20 mm do eixo visual a uma distância de 50 cm de um prima. Qual é o poder do prisma em dioptrias-prismáticas?
a)0,4.
b)2,5.
c)4.
d)10.","Un rayo de luz se desvía a 20 mm del eje visual a una distancia de 50 cm de un prisma.¿Cuál es el poder del prisma en los diopters-prismáticos?
a) 0.4.
b) 2.5.
c) 4.
d) 10.","A light ray is deviated by 20 mm from the visual axis at a distance of 50 cm from a prism. What is the power of the prism in diopters-prismatics?
a) 0.4.
b)2.5.
c)4.
d) 10.","Ang isang light ray ay lumihis ng 20 mm mula sa visual axis sa layo na 50 cm mula sa isang prisma.Ano ang kapangyarihan ng prisma sa mga diopter-prismatics?
a) 0.4.
b) 2.5.
c) 4.
d) 10.",C,A,b,A,B,b,a,A,c,b,b,b,a,d,c,a,d,B,c,a,c,a,a,a,A,a,a,C,b,c,A,a,d,b,a,b,c,a,c,c,a,c,b,a,a
29,2022,Teórica I,Refração,,"Considerando o olho esquemático de Gullstrand, qual a característica da imagem formada na retina?
a)Real, invertida.
b)Virtual, invertida.
c)Real, direta.
d)Virtual, direta.","Teniendo en cuenta el ojo esquemático de Gullstrand, ¿cuál es la característica de la imagen formada en la retina?
a) Real, invertido.
b) virtual, invertido.
c) Real, directo.
d) Virtual, directo.","
Considering Gullstrand's schematic eye, what is the characteristic of the image formed on the retina?
a) Real, inverted.
b) Virtual, inverted.
c) Real, direct.
d) Virtual, direct.","Isinasaalang -alang ang mata ni Gullstrand, ano ang katangian ng imahe na nabuo sa retina?
a) Tunay, baligtad.
b) virtual, baligtad.
c) Tunay, direkta.
d) virtual, direkta.",A,a,a,C,B,a,a,A,a,a,A,d,b,d,A,a,a,a,A,b,a,a,B,a,a,a,a,a,A,b,B,B,a,b,d,A,A,a,B,a,a,a,B,a,a
